university,program,decision,term,citizenship,gpa_raw,gre_total,gre_q,gre_v,gre_aw
NEU,Computer Science Masters,Accepted,Fall 2021,International,3.71,329.0,,160.0,4.0
Northeastern University,Computer Science Masters,Accepted,Fall 2021,International,3.49,170.0,,162.0,3.5
University of Southern California,Computer Science (Data Science) Masters,Accepted,Fall 2021,International,3.98,168.0,,154.0,4.0
University Of Southern California (USC),Computer Science Masters,Accepted,Fall 2021,International,3.83,167.0,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2021,International,3.71,329.0,,160.0,4.0
George Washington (GW),Computer Science Masters,Accepted,Fall 2021,International,,,,,
New York University - Tandon,Computer Science Masters,Accepted,Fall 2021,International,,,,,
"University Of California, Los Angeles (UCLA)",Computer Science Masters,Accepted,Fall 2021,American,,,,,
SUNY Buffalo,Computer Science Masters,Accepted,Fall 2021,International,,,,,
University of California,Computer Science Masters,Accepted,Fall 2021,International,3.79,170.0,,160.0,4.0
"University Of California, Los Angeles",Computer Science Masters,Accepted,Fall 2021,International,3.79,170.0,,160.0,4.0
University Of British Columbia,Computer Science Masters,Accepted,Fall 2021,,,,,,
Carleton University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
University Of British Columbia,Computer Science Masters,Accepted,Fall 2021,International,,,,,
UC San Diego (UCSD),Computer Science Masters,Accepted,Fall 2021,International,,,,,
University Of British Columbia,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Brandeis University,Computer Science Masters,Accepted,Fall 2021,International,3.49,170.0,,162.0,3.5
New York University,Computer Science Masters,Accepted,Fall 2021,International,3.70,167.0,,155.0,4.5
University of Southern California,Computer Science Masters,Accepted,Fall 2021,International,9.57,170.0,,163.0,5.5
University of Southern California,Computer Science Masters,Accepted,Fall 2021,International,,169.0,,154.0,4.0
University of Texas,Computer Science Masters,Accepted,Fall 2021,International,2.77,,,,
Virginia Tech,Computer Science Masters,Accepted,Fall 2021,International,,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2021,International,3.90,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2021,International,3.90,170.0,,162.0,4.5
University of Southern California,Computer Science Masters,Accepted,Fall 2021,International,3.70,167.0,,156.0,4.0
UC San Diego (UCSD),Computer Science Masters,Accepted,Fall 2021,International,,,,,
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2021,International,3.71,170.0,,158.0,4.5
Virginia Tech,Computer Science Masters,Accepted,Fall 2021,International,3.00,,,,
Emory University,Computer Science Masters,Accepted,Fall 2021,International,3.71,329.0,,160.0,4.0
Virginia Tech,Computer Science & Applications Masters,Accepted,Fall 2021,International,3.91,,,,
Virginia Tech,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Washington University In St. Louis (WashU/WUSTL),Computer Science Masters,Accepted,Fall 2021,,,,,,
Virginia Tech,Computer Science Masters,Accepted,Fall 2021,American,3.44,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2021,American,3.72,,,,
UC San Diego (UCSD),Computer Science Masters,Accepted,Fall 2021,International,,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2021,American,,,,,
University of California,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Carnegie Mellon University,"Computer Science, MLT Masters",Accepted,Fall 2021,International,,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2021,International,9.71,170.0,,165.0,5.0
University of Southern California,Computer Science Masters,Accepted,Fall 2021,International,3.92,161.0,,151.0,3.5
University of Southern California,Computer Science Masters,Accepted,Fall 2021,International,3.90,,,,
Rice University,Computer Science Masters,Accepted,Fall 2021,International,3.26,165.0,,159.0,4.0
University of Southern California,Computer Science Masters,Accepted,Fall 2021,International,3.70,160.0,,155.0,4.0
Rice University,Computer Science Masters,Accepted,Fall 2021,International,3.49,170.0,,162.0,3.5
Simon Fraser University,Computer Science Masters,Accepted,Fall 2021,International,3.60,167.0,,167.0,
University of California,Computer Science Masters,Accepted,Fall 2021,American,3.86,,,,
Rice University,Computer Science Masters,Accepted,Fall 2021,International,3.95,170.0,,162.0,4.0
UC San Diego (UCSD),Computer Science Masters,Accepted,Fall 2021,International,3.98,169.0,,157.0,4.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2021,,3.98,169.0,,157.0,4.0
University Of Alberta,Computer Science Masters,Accepted,Fall 2021,International,,,,,
University Of Alberta,Computer Science Masters,Accepted,Fall 2021,International,4.00,170.0,,162.0,
Carnegie Mellon University,"Computer Science, MSCV Masters",Accepted,Fall 2021,American,,,,,
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2021,International,,170.0,,160.0,3.5
Carnegie Mellon University,"Computer Science, MSCV Masters",Accepted,Fall 2021,International,,,,,
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2021,American,,,,,
University Of Puerto Rico,Computer Science Masters,Accepted,Fall 2021,American,3.70,,,,
UC San Diego (UCSD),Computer Science Masters,Accepted,Fall 2021,International,,,,,
University of Wisconsin,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2021,International,3.98,169.0,,157.0,4.0
University Of Toronto,Computer Science Masters,Accepted,Fall 2021,International,,,,,
University Of Toronto,Computer Science Masters,Accepted,Fall 2021,International,3.86,170.0,,165.0,5.5
George Washington (GW),Computer Science Masters,Accepted,F19,American,3.34,,,,
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2021,American,,,,,
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Northeastern University,Computer Science Masters,Accepted,Fall 2021,,,,,,
University of Texas,Computer Science Masters,Accepted,Fall 2021,,,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Clemson University,Computer Science Masters,Accepted,Fall 2021,International,3.70,160.0,,156.0,4.0
University of Southern California,Computer Science Masters,Accepted,Fall 2021,,,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2021,International,3.92,168.0,,152.0,4.0
University Of Southern California (USC),Computer Science Masters,Accepted,Fall 2021,International,3.93,168.0,,160.0,5.5
University Of British Columbia,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Cornell Tech,Computer Science Masters,Accepted,Fall 2021,American,,,,,
George Washington University,Computer Science Masters,Accepted,Fall 2021,International,3.87,168.0,,156.0,4.5
New York University,Computer Science Masters,Accepted,Fall 2021,International,3.30,168.0,,154.0,4.0
University of Texas,Computer Science Masters,Accepted,Fall 2021,International,,,,,
UC San Diego (UCSD),Computer Science Masters,Accepted,Fall 2021,International,3.50,165.0,,160.0,5.0
University of California,Computer Science Masters,Accepted,Fall 2021,International,9.57,170.0,,163.0,5.5
New York University,Computer Science Masters,Accepted,F20,International,3.70,,,,
New York University (NYU) - Tandon,Computer Science Masters,Accepted,Fall 2021,International,3.60,166.0,,162.0,4.0
New York University - Tandon,Computer Science Masters,Accepted,Fall 2021,International,4.00,167.0,,162.0,4.0
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2021,American,3.97,,,,
University of California,Computer Science Masters,Accepted,Fall 2021,American,3.97,,,,
Cornell Tech,Computer Science Masters,Accepted,Fall 2021,American,,,,,
Carnegie Mellon University,"Computer Science, MLT Masters",Accepted,Fall 2021,International,,,,,
Rice University,Computer Science Masters,Accepted,Fall 2021,,,,,,
Rice University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Arizona State University,Computer Science Masters,Accepted,Fall 2021,International,3.70,160.0,,146.0,3.0
MILA University,Computer Science Masters,Accepted,Fall 2021,International,3.84,170.0,,161.0,5.0
UC San Diego (UCSD),Computer Science Masters,Accepted,Fall 2021,International,4.00,,,,
University of California,Computer Science Masters,Accepted,Fall 2021,International,3.84,170.0,,161.0,5.0
"University Of California, San Diegonia",Computer Science Masters,Accepted,Fall 2021,International,3.84,170.0,,161.0,5.0
UC San Diego (UCSD),Computer Science Masters,Accepted,Fall 2021,International,,,,,
University of California,Computer Science Masters,Accepted,Fall 2021,International,,,,,
UC San Diego (UCSD),Computer Science Masters,Accepted,Fall 2021,International,,,,,
Virginia Tech,Computer Science Masters,Accepted,Fall 2021,International,3.75,,,,
McGill University,Computer Science Masters,Accepted,Fall 2021,International,,169.0,,157.0,4.5
University of Southern California,Computer Science Masters,Accepted,Fall 2021,American,3.81,,,,
Rice University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Rice University,Computer Science Masters,Accepted,Fall 2021,American,3.78,160.0,,161.0,5.0
University of Wisconsin,Computer Science Masters,Accepted,Fall 2021,International,,168.0,,162.0,4.5
University of California,Computer Science Masters,Accepted,Fall 2021,American,3.80,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2021,American,,,,,
University Of Alberta,Computer Science Masters,Accepted,Fall 2021,International,3.85,,,,
University of California,Computer Science Masters,Accepted,Fall 2021,American,3.85,159.0,,158.0,
Cornell Tech,Computer Science Masters,Accepted,Fall 2021,International,,,,,
UC San Diego (UCSD),Computer Science Masters,Accepted,F19,International,3.59,152.0,,168.0,3.5
University of Wisconsin,Computer Science Masters,Accepted,Fall 2021,International,,,,,
University of California,Computer Science Masters,Accepted,Fall 2021,American,3.80,169.0,,167.0,4.5
University of California,Computer Science Masters,Accepted,Fall 2021,American,3.85,,,,
SUNY Buffalo,Computer Science and Engineering Masters,Accepted,Fall 2021,International,3.50,163.0,,151.0,4.5
UC San Diego (UCSD),Computer Science Masters,Accepted,Fall 2021,American,3.75,166.0,,164.0,4.5
University of Southern California,Computer Science Masters,Accepted,Fall 2021,International,,,,,
University of Wisconsin,Computer Science Masters,Accepted,Fall 2021,American,2.96,,,,
University of California,Computer Science Masters,Accepted,Fall 2021,American,3.40,168.0,,169.0,5.0
Arizona State University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
University of California,Computer Science Masters,Accepted,Fall 2021,American,3.82,,,,
University of Southern California,"Computer Science (Artificial Intelligence), Masters (F21) Masters",Accepted,Fall 2021,American,,,,,
University of Wisconsin,Computer Science Masters,Accepted,Fall 2021,International,3.83,170.0,,162.0,5.0
Santa Clara University,Computer Science Masters,Accepted,Fall 2021,International,3.16,155.0,,142.0,3.5
University Of Alberta,Computer Science Masters,Accepted,Fall 2021,American,,,,,
Carnegie Mellon University,Computer Science (MLT) Masters,Accepted,Fall 2021,International,,,,,
University Of Cambridge,Computer Science Masters,Accepted,Fall 2021,International,,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2021,American,3.19,159.0,,160.0,5.0
Santa Clara University,Computer Science Masters,Accepted,Fall 2021,International,2.98,156.0,,153.0,3.5
University of Southern California,Computer Science (Artificial Intelligence) Masters,Accepted,Fall 2021,International,,,,,
University of Southern California,Computer Science (Artificial Intelligence) Masters,Accepted,Fall 2021,International,,170.0,,157.0,
University of North Florida,Computer Science Masters,Accepted,Fall 2021,International,3.23,158.0,,143.0,3.5
Stanford University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2021,American,3.82,165.0,,159.0,5.5
New York University,Computer Science Masters,Accepted,Fall 2021,International,3.70,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2021,American,,,,,
SUNY Buffalo,Computer Science Masters,Accepted,Fall 2021,International,3.68,168.0,,155.0,4.0
University of Southern California,Computer Science Masters,Accepted,Fall 2021,International,,167.0,,154.0,4.5
Texas Tech University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2021,American,,,,,
Carnegie Mellon University,Computer Science MSIN Masters,Accepted,Fall 2021,American,,,,,
University Of Alberta,Computer Science Masters,Accepted,Fall 2021,International,,,,,
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2021,International,3.80,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2021,,,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2021,International,,169.0,,168.0,4.5
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2021,American,,,,,
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2021,American,3.82,,,,
"University of California, Irvine",Computer Science Masters,Accepted,F20,American,,,,,
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2021,International,,,,,
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2021,American,,,,,
ATOMIC ENERGY CENTRAL SCHOOL,Computer Science Masters,Accepted,Spring 2021,International,3.40,170.0,,150.0,2.0
University Of Central Florida (UCF),Computer Science Masters,Accepted,Fall 2021,International,,,,,
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2021,,,,,,
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2021,,,,,,
New York University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2021,American,,,,,
Carnegie Mellon University,Computer Science (MSIN) Masters,Accepted,Fall 2021,International,,,,,
Carnegie Mellon University,Computer Science (MSIN) Masters,Accepted,Fall 2021,International,,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2021,International,,167.0,,162.0,4.0
Loughborough University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Carnegie Mellon University,Computer Science - MLT Masters,Accepted,Fall 2021,International,,,,,
Northeastern University,Computer Science Masters,Accepted,Fall 2021,International,3.90,165.0,,153.0,4.5
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2021,American,9.64,170.0,,156.0,4.5
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2021,American,4.00,170.0,,161.0,5.0
New York University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
NYU Tandon School Of Engineering,Computer Science (Cybersecurity) Masters,Accepted,Fall 2021,International,3.60,,,,
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2021,,,,,,
Northeastern University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Chicago Harris School Of Public Policy,Computer Science And Public Policy Masters,Accepted,Fall 2021,American,,,,,
University of Pennsylvania,Computer Science Masters,Accepted,Fall 2021,,,,,,
Johns Hopkins University,Computer Science Masters,Accepted,F19,International,,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2021,American,3.80,,,,
Santa Clara University,Computer Science Masters,Accepted,Fall 2021,American,3.38,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2021,American,,,,,
Northeastern University,Computer Science Masters,Accepted,Fall 2021,International,3.60,160.0,,154.0,4.5
Northeastern University,Computer Science Masters,Accepted,Fall 2021,American,3.33,,,,
Northeastern University,Computer Science Masters,Accepted,Fall 2021,International,,161.0,,155.0,4.0
New York University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Arizona State University,Computer Science Masters,Accepted,Fall 2021,International,3.70,166.0,,158.0,4.0
National University Of Singapore,Computer Science Masters,Accepted,F20,International,,,,,
University of Massachusetts Amherst,Computer Science Masters,Accepted,Fall 2021,International,3.90,170.0,,147.0,4.0
Duke University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
University Of Toronto,"Computer Science (MScAC), Masters (F21) Masters",Accepted,Fall 2021,International,,,,,
Florida International University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Northeastern University,Computer Science Masters,Accepted,Fall 2021,,3.65,170.0,,160.0,4.5
Northeastern University,Computer Science Masters,Accepted,Fall 2021,International,3.93,167.0,,164.0,5.5
Northeastern University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Northeastern University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Northeastern University,Computer Science Masters,Accepted,Fall 2021,International,3.90,165.0,,154.0,4.5
University of Southern California,Computer Science Masters,Accepted,Fall 2021,American,3.73,170.0,,166.0,4.5
University of Pennsylvania,Computer Science Masters,Accepted,Fall 2021,International,9.47,167.0,,154.0,4.5
University of Pennsylvania,Computer Science Masters,Accepted,Fall 2021,International,3.90,170.0,,168.0,5.5
University of Southern California,Computer Science Masters,Accepted,Fall 2021,American,3.98,169.0,,158.0,4.5
Arizona State University,Computer Science Masters,Accepted,Fall 2021,International,,166.0,,152.0,3.0
University Of Toronto,Computer Science Masters,Accepted,F20,International,4.00,,,,
University of Wisconsin,Computer Science Masters,Accepted,Fall 2021,American,,,,,
Saint Louis University (SLU),Computer Science Masters,Accepted,Fall 2021,International,,,,,
Arizona State University,Computer Science Masters,Accepted,Fall 2021,International,,166.0,,157.0,5.0
Arizona State University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Syracuse University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Arizona State University,Computer Science Masters,Accepted,Fall 2021,,3.20,,,,
University Of Toronto,Computer Science (MScAC) Masters,Accepted,Fall 2021,,,,,,
University Of Central Florida (UCF)ter,Computer Science Masters,Accepted,Fall 2021,American,,,,,
University of Texas,Computer Science Masters,Accepted,Fall 2021,International,,,,,
New York University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Columbia University,Computer Science Masters,Accepted,Spring 2021,International,,,,,
Stanford University,Computer Science Masters,Accepted,Spring 2021,,,,,,
University of Texas,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Carnegie Mellon University,Computer Science - MLT Program (Master In Language Technologies) Masters,Accepted,Fall 2021,,,,,,
Arizona State University,Computer Science Masters,Accepted,Fall 2021,,,,,,
Arizona State University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
New York University,Computer Science Masters,Accepted,Fall 2021,International,3.90,168.0,,157.0,3.0
Imperial College London,Computer Science Masters,Accepted,Fall 2021,International,3.90,168.0,,154.0,3.5
Columbia University,Computer Science Masters,Accepted,Spring 2021,American,,,,,
Columbia University,Computer Science Masters,Accepted,Spring 2021,American,3.55,,,,
Columbia University,Computer Science Masters,Accepted,Spring 2020,,,,,,
Cornell Tech,Computer Science Masters,Accepted,Fall 2021,American,3.78,160.0,,161.0,5.0
Arizona State University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Penn State (PSU) University Park,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Dalhousie University,Computer Science Masters,Accepted,Fall 2021,International,3.95,,,,
Columbia University,Computer Science Masters,Accepted,Spring 2021,American,,169.0,,158.0,4.5
Cornell Tech,Computer Science Masters,Accepted,Fall 2021,American,,,,,
Arizona State University,Computer Science Masters,Accepted,Fall 2021,International,,170.0,,150.0,3.5
University of Southern California,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Cornell Tech,Computer Science Masters,Accepted,Fall 2021,International,3.85,169.0,,,
Boston University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Cornell Tech,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Cornell Tech,Computer Science Masters,Accepted,Fall 2021,International,3.75,,,,
Stevens Institute of Technology,Computer Science Masters,Accepted,Fall 2021,International,3.53,170.0,,156.0,4.5
Cornell Tech,Computer Science Masters,Accepted,Fall 2021,International,3.54,170.0,,157.0,5.0
Columbia University,Computer Science Masters,Accepted,Spring 2021,,,,,,
Arizona State University,Computer Science Masters,Accepted,Fall 2021,International,8.93,170.0,,163.0,4.5
Columbia University,Computer Science Masters,Accepted,Spring 2021,American,3.70,,,,
Arizona State University,Computer Science Masters,Accepted,Fall 2021,International,3.50,167.0,,155.0,4.5
New York University,Computer Science Masters,Accepted,Fall 2021,International,3.98,166.0,,154.0,4.0
Columbia University,Computer Science Masters,Accepted,Spring 2021,International,,,,,
Columbia University,Computer Science Masters,Accepted,Spring 2021,International,,,,,
Columbia University,Computer Science Masters,Accepted,Spring 2021,American,3.89,168.0,,157.0,4.5
Arizona State University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
Columbia University,Computer Science Masters,Accepted,Spring 2021,,,,,,
Columbia University,Computer Science Masters,Accepted,Spring 2021,International,,,,,
Columbia University,Computer Science Masters,Accepted,Spring 2021,American,3.87,161.0,,164.0,4.5
Arizona State University,Computer Science Masters,Accepted,Fall 2021,International,,,,,
University of Southern California,Computer Science Masters,Accepted,Spring 2021,International,3.70,165.0,,155.0,3.0
Purdue University,Computer Science Masters,Accepted,Spring 2020,International,3.70,,,,
Arizona State University,Computer Science Masters,Accepted,Fall 2021,,,,,,
Arizona State University,Computer Science Masters,Accepted,Fall 2021,International,3.36,,,,
New York University (NYU) - Courant,Computer Science Masters,Accepted,Spring 2021,American,3.87,161.0,,164.0,4.5
Villanova University,Computer Science Masters,Accepted,F19,International,3.75,162.0,,151.0,4.5
Columbia University,Computer Science Masters,Accepted,Spring 2021,International,3.63,169.0,,166.0,4.5
National University Of Singapore,Computer Science Masters,Accepted,Spring 2021,International,3.60,169.0,,166.0,4.5
Tufts University,Computer Science Masters,Accepted,Spring 2021,International,,,,,
Johns Hopkins University,Computer Science Masters,Accepted,Spring 2021,,,,,,
Johns Hopkins University,Computer Science Masters,Accepted,Spring 2021,International,,,,,
University of Massachusetts Amherst,Computer Science Masters,Accepted,Spring 2021,International,,,,,
Concordia University,Computer Science Masters,Accepted,Spring 2020,International,,,,,
Southern Illinois University,Computer Science Masters,Accepted,F20,American,2.80,,,,
University of Southern California,Computer Science Masters,Accepted,F20,International,,,,,
Columbia University,Computer Science Masters,Accepted,F20,International,,,,,
Columbia University,Computer Science Masters,Accepted,F20,American,,,,,
Ottawa University-Ottawa,Computer Science Masters,Accepted,F20,International,,,,,
Columbia University,Computer Science Masters,Accepted,F20,American,,,,,
Imperial College London,Computer Science Masters (AI & ML) Masters,Accepted,F20,International,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,International,,,,,
Columbia University,Computer Science Masters,Accepted,F20,American,,,,,
Lakehead University,Computer Science Masters,Accepted,F20,International,3.20,,,,
University of Southern California,Computer Science Masters,Accepted,F20,International,,,,,
University of California (UCSB),Computer Science Masters,Accepted,F19,International,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,International,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,International,3.72,160.0,,149.0,3.0
University of Southern California,Computer Science Masters,Accepted,F20,International,,,,,
University of Southern California,Computer Science (AI) Masters,Accepted,F20,International,,,,,
University of Southern California,Computer Science (Data Science) Masters,Accepted,F20,International,3.82,161.0,,155.0,4.5
Universität Passau,Computer Science Masters,Accepted,F20,International,2.40,,,,
Georgia Institute of Technology,Computer Science Masters,Accepted,F20,,3.60,169.0,,161.0,4.0
Carnegie Mellon University,Computer Science Masters,Accepted,F20,,3.60,169.0,,161.0,4.0
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,F20,,,,,,
University of Southern California,Computer Science Masters,Accepted,Spring 2020,International,,,,,
University of Southern California,Computer Science Masters,Accepted,Spring 2020,International,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,International,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,International,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,American,,,,,
University of Southern California,Computer Science Masters,Accepted,Spring 2020,International,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,International,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,American,,,,,
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,F20,International,,,,,
Columbia University,Computer Science Masters,Accepted,F20,American,,,,,
Columbia University,Computer Science Masters,Accepted,F20,International,4.00,170.0,,160.0,4.5
Columbia University,Computer Science Masters,Accepted,F20,American,,,,,
Loyola University Chicago,Computer Science Masters,Accepted,F20,American,3.01,159.0,,156.0,5.0
University of Southern California,Computer Science Masters,Accepted,F20,International,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,International,3.77,158.0,,152.0,3.0
University of Southern California,Computer Science Masters,Accepted,F20,International,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,International,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,American,,,,,
UPC-Barcelona Tech,Computer Science Masters,Accepted,F20,International,,,,,
ETH Zurich,Computer Science Masters,Accepted,F20,International,,,,,
ETH Zurich,Computer Science Masters,Accepted,F20,International,,,,,
University At Buffalo,Computer Science Masters,Accepted,F19,American,3.33,167.0,,157.0,4.5
Rutgers University,Computer Science Masters,Accepted,F20,International,6.50,163.0,,159.0,3.5
Texas A&M University,Computer Science Masters,Accepted,F20,International,2.85,161.0,,162.0,4.0
University Of Liberal Arts Bangladesh,Computer Science Masters,Accepted,F20,International,2.90,160.0,,160.0,4.0
Ottawa University-Ottawa,Computer Science Masters,Accepted,F20,International,3.60,,,,
University of Southern California,Computer Science Masters,Accepted,F20,International,,,,,
National University Of Singapore,Computer Science - AI Masters,Accepted,F20,International,3.90,170.0,,157.0,4.5
National University Of Singapore,Computer Science Masters,Accepted,F20,International,3.40,,,,
University Of Waterloo,Computer Science Masters,Accepted,F20,International,,,,,
University Of Edinburgh,Computer Science Masters,Accepted,F20,International,,,,,
McGill University,Computer Science Masters,Accepted,F20,International,,,,,
University of California,Computer Science Masters,Accepted,F20,International,,163.0,,152.0,4.0
University of California,Computer Science Masters,Accepted,F20,International,,,,,
McGill University,Computer Science Masters,Accepted,F20,International,,,,,
University Of Cambridge (UK),Computer Science Masters,Accepted,F20,American,4.00,166.0,,155.0,4.0
McGill University,Computer Science Masters,Accepted,F20,International,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,International,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,American,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,American,,,,,
University Of Waterloo,Computer Science Masters,Accepted,F20,International,,,,,
University Of Cambridge (UK),Computer Science Masters,Accepted,F20,International,,,,,
University of California,Computer Science Masters,Accepted,F20,International,8.50,170.0,,162.0,3.5
"University Of Maryland, College Park (UMD)",Computer Science (MPS Machine Learning) Masters,Accepted,F20,International,,,,,
University of Illinois,Computer Science Masters,Accepted,F20,International,,,,,
University of Texas,Computer Science Masters,Accepted,F20,International,,,,,
University of Maryland,Computer Science (Machine Learning) Masters,Accepted,F20,,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,American,,,,,
University of Oxford,Computer Science Masters,Accepted,F20,,,,,,
University Of British Columbia,Computer Science Masters,Accepted,F20,International,,,,,
University Of Calgary,Computer Science Masters,Accepted,F20,International,,,,,
University of Texas at Austin,Computer Science Masters,Accepted,F20,American,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,International,,163.0,,152.0,4.0
University of California,Computer Science Masters,Accepted,F20,International,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,International,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,International,3.83,169.0,,156.0,4.5
University of Southern California,Computer Science (Data Science) Masters,Accepted,F20,International,,,,,
University of Southern California,Computer Science Masters,Accepted,F20,International,,,,,
Northwestern University,Computer Science Masters,Accepted,F20,International,,,,,
University Of Montreal,Computer Science Masters,Accepted,F20,International,,,,,
University of Texas,Computer Science Masters,Accepted,F20,International,,,,,
University of Chicago,Computer Science Masters,Accepted,F20,International,4.00,170.0,,153.0,4.5
Columbia University,Computer Science Masters,Accepted,F20,International,,,,,
Northeastern University,Computer Science Masters,Accepted,F20,International,3.44,164.0,,157.0,5.5
University Of Montreal,Computer Science Masters,Accepted,F20,International,,,,,
University of Cincinnati,Computer Science Masters,Accepted,F20,International,3.81,156.0,,159.0,4.5
Columbia University,Computer Science Masters,Accepted,F20,,,,,,
University of Texas,Computer Science Masters,Accepted,F20,International,3.77,164.0,,163.0,4.0
Boston University,Computer Science Masters,Accepted,F20,International,3.77,164.0,,163.0,4.0
New York University (NYU),Computer Science Masters,Accepted,F20,International,3.77,164.0,,163.0,4.0
University of Southern California,Computer Science Masters,Accepted,F20,,,,,,
Boston University,Computer Science Masters,Accepted,F20,International,,,,,
Brandeis University,Computer Science Masters,Accepted,F20,International,,,,,
University Of Waterloo,Computer Science Masters,Accepted,F20,International,,,,,
Columbia University,Computer Science Masters,Accepted,F20,International,3.75,170.0,,155.0,4.0
