university,program,decision,term,citizenship,gpa_raw,gre_total,gre_q,gre_v,gre_aw
Columbia University,Computer Science Masters,Accepted,Fall 2022,International,3.60,170.0,,163.0,4.5
Johns Hopkins University,Computer Science Masters,Accepted,Fall 2022,American,,,,,
Columbia University,Computer Science Masters,Accepted,Fall 2022,American,3.72,,,,
University Of Waterloo,Computer Science Masters,Accepted,Fall 2021,International,3.80,,,,
Columbia University,Computer Science Masters,Accepted,Fall 2022,American,3.93,,,,
University of California (UCSC),Computer Science Masters,Accepted,Fall 2022,International,3.30,168.0,,,
University Of Toronto,Computer Science Masters,Accepted,Fall 2022,International,3.98,,,,
San Jose State University,Computer Science Masters,Accepted,Fall 2022,International,3.00,166.0,,157.0,4.5
University Of Toronto,Computer Science Masters,Accepted,Fall 2022,International,3.70,,,,
Delft University of Technology,Computer Science Masters,Accepted,Fall 2022,International,3.71,154.0,,149.0,3.5
Johns Hopkins University,Computer Science Masters,Accepted,Fall 2022,International,,,,,
Carleton University,Computer Science Masters,Accepted,Fall 2022,International,3.79,165.0,,158.0,4.5
Johns Hopkins University,Computer Science Masters,Accepted,Fall 2022,International,,,,,
San Jose State University,Computer Science Masters,Accepted,Fall 2022,International,,,,,
San Jose State University,Computer Science Masters,Accepted,Fall 2022,International,3.85,162.0,,157.0,4.5
Purdue University,Computer Science Masters,Accepted,Fall 2022,International,3.96,,,,
San Jose State University,Computer Science Masters,Accepted,Fall 2022,International,3.96,158.0,,150.0,4.0
University of North Carolina (UNC),Computer Science Masters,Accepted,Fall 2022,International,9.15,169.0,,159.0,4.0
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,3.91,170.0,,170.0,5.0
San Jose State University,Computer Science Masters,Accepted,Fall 2022,International,9.88,170.0,,163.0,5.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,,169.0,,166.0,5.0
San Jose State University,Computer Science Masters,Accepted,Fall 2022,International,9.22,161.0,,152.0,4.0
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,3.80,,,,
University of California (UCLA),Computer Science Masters,Accepted,Fall 2022,International,,,,,
Stanford University,Computer Science Masters,Accepted,Fall 2022,American,3.20,,,,
University of California (UCLA),Computer Science Masters,Accepted,Fall 2022,International,3.99,170.0,,154.0,3.5
University of California (UCSB),Computer Science Masters,Accepted,Fall 2022,American,,,,,
University of California,Computer Science Masters,Accepted,Fall 2022,American,,,,,
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.78,169.0,,159.0,5.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,,,,,
University of Pennsylvania,Computer Science Masters,Accepted,Fall 2022,International,3.92,170.0,,165.0,
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.94,170.0,,160.0,4.0
University of Oregon,Computer Science Masters,Accepted,Fall 2022,International,,,,,
University of Texas at Austin,Computer Science Masters,Accepted,Fall 2022,International,3.62,,,,
Carleton University,Computer Science Masters,Accepted,Fall 2022,International,3.18,,,,
University of Texas at Austin,Computer Science Masters,Accepted,Fall 2022,International,3.68,167.0,,154.0,4.0
University of Texas at Austin,Computer Science Masters,Accepted,Fall 2022,American,3.95,170.0,,168.0,5.0
North Carolina State University,Computer Science Masters,Accepted,Fall 2022,International,3.90,170.0,,152.0,4.5
University of Massachusetts Amherst,Computer Science Masters,Accepted,Fall 2022,International,3.94,,,,
University of Massachusetts Amherst,Computer Science Masters,Accepted,Fall 2022,International,3.80,167.0,,154.0,3.5
Penn State University,Computer Science Masters,Accepted,Fall 2022,International,3.36,170.0,,165.0,4.5
Brown University,Computer Science Masters,Accepted,Fall 2022,International,,333.0,,163.0,5.0
North Carolina State University,Computer Science Masters,Accepted,Fall 2022,International,3.96,164.0,,155.0,4.0
University of Florida,Computer Science Masters,Accepted,Fall 2022,International,8.80,169.0,,155.0,4.0
Penn State University,Computer Science Masters,Accepted,Fall 2022,International,3.89,,,,
Johns Hopkins University,Computer Science Masters,Accepted,Fall 2022,International,3.45,166.0,,152.0,4.0
University of Pennsylvania,Computer Science Masters,Accepted,Fall 2022,International,3.96,170.0,,161.0,3.5
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2022,International,3.90,168.0,,,
University Of Waterloo,Computer Science Masters,Accepted,Fall 2022,International,,,,,
Stanford University,Computer Science Masters,Accepted,Fall 2022,International,,170.0,,167.0,4.5
Columbia University,Computer Science Masters,Accepted,Fall 2022,International,3.40,170.0,,161.0,4.5
University of California,Computer Science Masters,Accepted,Fall 2022,International,9.72,168.0,,161.0,4.5
University of Wisconsin,Computer Science Masters,Accepted,Fall 2022,International,9.72,168.0,,161.0,4.5
Stanford University,Computer Science Masters,Accepted,Fall 2022,International,3.99,170.0,,164.0,5.0
Stanford University,Computer Science Masters,Accepted,Fall 2022,International,3.90,,,,
Brown University,Computer Science Masters,Accepted,Fall 2022,International,3.94,169.0,,163.0,4.0
Brown University,Computer Science Masters,Accepted,Fall 2022,International,3.95,,,,
Brown University,Computer Science Masters,Accepted,Fall 2022,American,3.84,167.0,,,
Stanford University,Computer Science Masters,Accepted,Fall 2022,American,4.00,,,,
Concordia University,Computer Science Masters,Accepted,Fall 2022,International,,166.0,,158.0,4.0
Stanford University,Computer Science Masters,Accepted,Fall 2022,International,3.96,170.0,,163.0,4.0
McGill University,Computer Science Masters,Accepted,Fall 2022,International,3.50,168.0,,,
Stanford University,Computer Science Masters,Accepted,Fall 2022,American,3.92,169.0,,170.0,6.0
Stanford University,Computer Science Masters,Accepted,Fall 2022,International,3.99,170.0,,167.0,5.5
University of Michigan,Computer Science and Engineering Masters,Accepted,Fall 2022,American,3.76,,,,
Stanford University,Computer Science Masters,Accepted,Fall 2022,International,9.94,170.0,,158.0,5.0
Columbia University,Computer Science Masters,Accepted,Fall 2022,International,3.80,169.0,,162.0,
University of Michigan,Computer Science Masters,Accepted,Fall 2022,American,3.96,,,,
University of Michigan,Computer Science Masters,Accepted,Fall 2022,American,3.75,,,,
University of Texas at Austin,Computer Science Masters,Accepted,Fall 2022,International,3.84,170.0,,159.0,5.0
Stanford University,Computer Science Masters,Accepted,Fall 2022,International,3.70,168.0,,157.0,4.5
Columbia University,Computer Science Masters,Accepted,Fall 2022,International,4.00,170.0,,162.0,
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,Fall 2022,International,3.26,,,,
Aarhus University,Computer Science Masters,Accepted,Fall 2022,International,3.26,,,,
University of Massachusetts Amherst,Computer Science Masters,Accepted,Fall 2022,International,3.53,167.0,,150.0,3.0
Columbia University,Computer Science Masters,Accepted,Fall 2022,International,9.56,169.0,,,
University of Massachusetts Amherst,Computer Science Masters,Accepted,Fall 2022,American,3.55,165.0,,163.0,5.5
Rutgers University,Computer Science Masters,Accepted,Fall 2022,International,3.70,166.0,,150.0,
University of Florida,Computer Science Masters,Accepted,Fall 2022,International,3.90,165.0,,162.0,5.0
Swiss Federal Institute Of Technology Lausanne (EPFL),Computer Science Masters,Accepted,Fall 2022,International,3.99,,,,
Simon Fraser University,Computer Science Masters,Accepted,Fall 2022,International,8.83,165.0,,158.0,4.0
SUNY Stony Brook,Computer Science Masters,Accepted,Fall 2022,International,9.65,168.0,,170.0,5.0
Columbia University,Computer Science Masters,Accepted,Fall 2022,International,3.72,167.0,,163.0,4.5
Texas A&M University,Computer Science Masters,Accepted,Fall 2022,International,9.30,170.0,,,4.5
Columbia University,Computer Science Masters,Accepted,Fall 2022,International,3.86,168.0,,163.0,
Rutgers University,Computer Science Masters,Accepted,Fall 2022,International,3.40,,,,
SUNY Stony Brook,Computer Science Masters,Accepted,Fall 2022,International,3.45,169.0,,162.0,4.0
SUNY Stony Brook,Computer Science Masters,Accepted,Fall 2022,International,,170.0,,,
University Of Illinois,Computer Science Masters,Accepted,Fall 2022,American,3.86,,,,
Kennesaw State University,Computer Science Masters,Accepted,Fall 2022,International,3.39,158.0,,157.0,3.5
University of Massachusetts Amherst,Computer Science Masters,Accepted,Fall 2022,International,3.66,166.0,,149.0,3.5
University of Massachusetts Amherst,Computer Science Masters,Accepted,Fall 2022,International,,,,,
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2022,International,3.78,167.0,,159.0,5.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.78,167.0,,159.0,5.0
Syracuse University,Computer Science Masters,Accepted,Fall 2022,International,3.75,305.0,,152.0,99.99
Rutgers University,Computer Science Masters,Accepted,Fall 2022,International,3.21,170.0,,163.0,4.5
University Of Maryland Baltimore,Computer Science Masters,Accepted,Fall 2022,International,3.21,170.0,,163.0,4.5
SUNY Stony Brook,Computer Science Masters,Accepted,Fall 2022,International,3.32,169.0,,157.0,
SUNY Stony Brook,Computer Science Masters,Accepted,Fall 2022,International,9.17,164.0,,159.0,4.0
SUNY Stony Brook,Computer Science Masters,Accepted,Fall 2022,International,3.63,170.0,,159.0,4.5
Texas A&M University,Computer Science Masters,Accepted,Fall 2022,International,3.30,165.0,,161.0,5.0
Texas A&M University,Computer Science Masters,Accepted,Fall 2022,International,3.80,,,,
Texas A&M University,Computer Science Masters,Accepted,Fall 2022,International,9.30,170.0,,149.0,4.5
SUNY Stony Brook,Computer Science Masters,Accepted,Fall 2022,International,,,,,
Texas A&M University,Computer Science Masters,Accepted,Fall 2022,International,3.58,167.0,,,
Texas A&M University,Computer Science Masters,Accepted,Fall 2022,International,3.32,167.0,,155.0,5.0
SUNY Stony Brook,Computer Science Masters,Accepted,Fall 2022,American,3.98,,,,
Boston University,Computer Science Masters,Accepted,Fall 2022,International,3.74,166.0,,152.0,3.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,9.60,,,,
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.30,169.0,,156.0,4.0
University of Illinois Urbana,Computer Science Masters,Accepted,Fall 2022,International,9.36,,,,
SUNY Stony Brook,Computer Science Masters,Accepted,Fall 2022,International,3.60,170.0,,160.0,4.5
University Of Illinois Urbana-Champaign,Computer Science Masters,Accepted,Fall 2022,International,9.52,167.0,,157.0,3.5
Delft University of Technology,Computer Science Masters,Accepted,Fall 2022,International,3.50,167.0,,156.0,4.5
Boston University,Computer Science Masters,Accepted,Fall 2022,International,3.81,166.0,,161.0,4.0
University Of Alberta,Computer Science Masters,Accepted,Fall 2022,International,3.80,167.0,,168.0,5.5
University Of Arizona,Computer Science Masters,Accepted,Fall 2022,International,3.57,,,,
University Of Illinois Urbana-Champaign,Computer Science Masters,Accepted,Fall 2022,International,3.96,170.0,,167.0,5.0
University of Texas at Austin,Computer Science Masters,Accepted,Fall 2022,American,3.88,,,,
University of Texas at Austin,Computer Science Masters,Accepted,Fall 2022,International,,,,,
University Of Massachusetts (Boston),Computer Science Masters,Accepted,Fall 2022,International,2.70,165.0,,160.0,3.5
Rutgers University,Computer Science Masters,Accepted,Fall 2022,International,3.67,168.0,,166.0,4.0
University Of Waterloo,Computer Science Masters,Accepted,Fall 2022,International,9.13,170.0,,166.0,4.0
Rutgers University,Computer Science Masters,Accepted,Fall 2022,International,3.70,166.0,,153.0,4.0
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,3.76,,,,
Columbia University,Computer Science Masters,Accepted,Fall 2022,International,3.81,169.0,,169.0,4.5
University of Southern California,Computer Science Masters,Accepted,Fall 2022,,9.61,168.0,,156.0,4.5
University of Massachusetts Amherst,Computer Science Masters,Accepted,Fall 2022,American,3.97,165.0,,165.0,
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,9.60,,,,
Vrije University Amsterdam,Computer Science Masters,Accepted,Fall 2022,International,3.89,,,,
University of California,Computer Science Masters,Accepted,Fall 2022,International,8.80,170.0,,157.0,4.5
University of Illinois Urbana-Champaign,Computer Science Masters,Accepted,Fall 2022,International,3.45,170.0,,165.0,5.0
Columbia University,Computer Science Masters,Accepted,Fall 2022,American,3.47,,,,
University Of Illinois,Computer Science Masters,Accepted,Fall 2022,International,3.97,170.0,,153.0,4.0
University of California,Computer Science Masters,Accepted,Fall 2022,International,3.97,170.0,,153.0,4.0
University of Maryland Global Campus,Computer Science Masters,Accepted,Fall 2022,International,3.77,170.0,,,
University Of Toronto,Computer Science Masters,Accepted,Fall 2022,International,3.61,166.0,,168.0,4.0
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2022,International,3.52,168.0,,157.0,3.5
"Calpoly, San Luis Obispo",Computer Science Masters,Accepted,Fall 2022,International,9.99,,,,
"Calpoly, San Luis Obispo",Computer Science Masters,Accepted,Fall 2022,International,9.99,,,,
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2022,International,3.81,166.0,,161.0,4.0
University of South Dakota,Computer Science Masters,Accepted,Spring 2022,International,3.86,,,,
University Of Illinois Urbana-Champaign,Computer Science Masters,Accepted,Fall 2022,International,3.85,,,,
MILA University,Computer Science Masters,Accepted,Fall 2022,International,9.16,166.0,,156.0,5.0
ETH Zurich,Computer Science Masters,Accepted,Fall 2022,International,9.16,166.0,,156.0,5.0
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2022,International,3.60,,,,
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2022,International,3.86,170.0,,159.0,5.0
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2022,International,9.10,163.0,,,
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2022,International,3.70,,,,
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2022,International,,,,,
University of California,Computer Science Masters,Accepted,Fall 2022,International,,,,,
University of California,Computer Science Masters,Accepted,Fall 2022,International,3.60,169.0,,155.0,
University of California,Computer Science Masters,Accepted,Fall 2022,International,3.86,169.0,,161.0,4.0
University Of Windsor,Computer Science Masters,Accepted,Fall 2022,International,3.80,,,,
Simon Fraser University,Computer Science Masters,Accepted,Fall 2022,International,3.45,166.0,,159.0,4.0
Oregon State University,Computer Science Masters,Accepted,Fall 2022,International,3.45,166.0,,159.0,4.0
University of California (UCSB),Computer Science Masters,Accepted,Fall 2022,International,,,,,
Northeastern University,Computer Science Masters,Accepted,Fall 2022,American,3.00,155.0,,152.0,3.5
Stevens Institute of Technology,Computer Science Masters,Accepted,Fall 2022,American,,,,,
Stevens Institute of Technology,Computer Science Masters,Accepted,Fall 2022,International,3.91,166.0,,166.0,5.0
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,7.80,,,,
Penn State University,Computer Science Masters,Accepted,Fall 2022,International,,,,,
University Of Virginia,Computer Science Masters,Accepted,Fall 2022,International,3.70,,,,
University of Southern California,Computer Science - Artificial Intelligence Masters,Accepted,Fall 2022,International,3.57,,,,
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2022,International,,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,,,,,
Yale University,Computer Science Masters,Accepted,Fall 2022,,3.30,162.0,,164.0,4.5
North Carolina State University,Computer Science Masters,Accepted,Fall 2022,International,3.67,168.0,,166.0,4.0
Northwestern University,Computer Science Masters,Accepted,Fall 2022,International,,,,,
University Of Virginia,Computer Science Masters,Accepted,Fall 2022,International,3.80,,,,
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2022,International,3.75,164.0,,164.0,4.5
Oregon State University,Computer Science Masters,Accepted,Fall 2022,International,,,,,
Washington University In St. Louis (WashU/WUSTL),Computer Science Masters,Accepted,Fall 2022,International,3.88,,,,
Northwestern University,Computer Science Masters,Accepted,Fall 2022,International,3.84,170.0,,155.0,5.0
Yale University,Computer Science Masters,Accepted,Fall 2022,International,3.94,169.0,,163.0,4.0
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2022,International,3.98,,,,
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2022,International,,,,,
Yale University,Computer Science Masters,Accepted,Fall 2022,International,3.60,158.0,,162.0,6.0
University of Georgia,Computer Science Masters,Accepted,Fall 2022,International,3.60,168.0,,161.0,4.5
Worcester Polytechnic Institute,Computer Science Masters,Accepted,Fall 2022,International,3.60,168.0,,161.0,4.5
University of Illinois,Computer Science Masters,Accepted,Fall 2022,International,3.71,166.0,,155.0,4.0
University of Illinois,Computer Science Masters,Accepted,Fall 2022,,8.80,166.0,,158.0,4.5
Yale University,Computer Science Masters,Accepted,Fall 2022,American,4.00,168.0,,162.0,5.5
University of Southern California,Computer Science Masters,Accepted,Fall 2022,American,3.76,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2022,American,3.82,,,,
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,American,3.85,164.0,,170.0,
ETH Zurich,Computer Science Masters,Accepted,Fall 2022,International,3.79,,,,
Harvard University,Computer Science Masters,Accepted,Fall 2021,International,2.30,110.0,,67.0,2.0
ETH Zurich,Computer Science Masters,Accepted,Fall 2022,International,3.90,,,,
Western University,Computer Science Masters,Accepted,Fall 2022,International,3.75,,,,
ETH Zurich,Computer Science Masters,Accepted,Fall 2022,International,3.88,167.0,,155.0,3.5
University of Southern California,Computer Science Masters,Accepted,Fall 2022,American,4.00,,,,
University of California,Computer Science Masters,Accepted,Fall 2022,International,,,,,
University of California,Computer Science Masters,Accepted,Fall 2022,International,9.77,170.0,,166.0,3.0
University of Texas at Austin,Computer Science Masters,Accepted,Fall 2022,International,9.67,169.0,,168.0,5.0
Columbia University,Computer Science Masters,Accepted,Fall 2022,International,3.83,,,,
University of California,Computer Science Masters,Accepted,Fall 2022,American,3.90,167.0,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,3.88,167.0,,157.0,4.0
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2022,International,9.23,170.0,,154.0,
University of Southern California,Computer Science - Artificial Intelligence Masters,Accepted,Fall 2022,International,3.97,168.0,,161.0,2.5
University of California,Computer Science Masters,Accepted,Fall 2022,International,,168.0,,150.0,5.0
Rice University,Computer Science Masters,Accepted,Fall 2022,International,3.50,149.0,,170.0,3.0
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2022,International,9.83,170.0,,156.0,4.0
Asian Institute Of Technology,Computer Science Masters,Accepted,Fall 2022,International,3.60,,,,
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2022,International,8.82,170.0,,159.0,4.5
ETH Zurich,Computer Science Masters,Accepted,Fall 2022,International,3.95,166.0,,155.0,4.0
University Of Alberta,Computer Science Masters,Accepted,Fall 2022,International,3.95,169.0,,166.0,4.0
Penn State University,Computer Science Masters,Accepted,Fall 2022,American,3.80,158.0,,158.0,5.0
ETH Zurich,Computer Science Masters,Accepted,Fall 2022,International,3.90,,,,
ETH Zurich,Computer Science Masters,Accepted,Fall 2022,American,3.75,165.0,,167.0,5.5
ETH Zurich,Computer Science Masters,Accepted,Fall 2022,International,,169.0,,159.0,4.0
University Of Alberta,Computer Science Masters,Accepted,Fall 2022,International,3.75,166.0,,163.0,4.5
Columbia University,Computer Science Masters,Accepted,Fall 2022,American,3.30,,,,
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,American,,165.0,,166.0,4.5
ETH Zurich,Computer Science Masters,Accepted,Fall 2022,International,3.38,,,,
ETH Zurich,Computer Science Masters,Accepted,Fall 2022,International,3.95,169.0,,151.0,4.0
ETH Zurich,Computer Science Masters,Accepted,Fall 2022,International,4.00,169.0,,150.0,4.0
University of California,Computer Science Masters,Accepted,Fall 2022,American,3.80,,,,
University of Illinois Urbana,Computer Science Masters,Accepted,Fall 2022,International,3.63,170.0,,167.0,4.5
University of Oxford,Computer Science Masters,Accepted,Fall 2022,International,,,,,
University of Illinois,Computer Science Masters,Accepted,Fall 2022,International,,165.0,,157.0,4.0
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2022,International,,162.0,,157.0,4.5
Indiana University,Computer Science Masters,Accepted,Fall 2022,International,3.48,164.0,,157.0,4.0
ETH Zurich,Computer Science Masters,Accepted,Fall 2022,International,,170.0,,157.0,3.0
ETH Zurich,Computer Science Masters,Accepted,Fall 2022,International,3.99,170.0,,152.0,4.0
ETH Zurich,Computer Science Masters,Accepted,Fall 2022,International,,,,,
ETH Zurich,Computer Science Masters,Accepted,Fall 2022,International,,169.0,,168.0,5.0
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2022,International,,170.0,,144.0,3.0
University of California,Computer Science Masters,Accepted,Fall 2022,International,9.64,167.0,,162.0,5.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.67,170.0,,166.0,5.0
University of California,Computer Science Masters,Accepted,Fall 2022,International,3.88,169.0,,,
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2022,International,3.80,326.0,,,
University Of Waterloo,Computer Science Masters,Accepted,Fall 2022,International,9.65,168.0,,170.0,5.5
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2022,American,3.90,,,,
Penn State University,Computer Science Masters,Accepted,Fall 2021,International,3.81,166.0,,161.0,4.0
Penn State University,Computer Science Masters,Accepted,Fall 2022,International,3.74,166.0,,152.0,3.0
Columbia University,Computer Science Masters,Accepted,Fall 2022,International,,170.0,,168.0,5.0
University Of Saskatchewan,Computer Science Masters,Accepted,Fall 2022,International,3.54,,,,
Imperial College London,Computer Science Masters,Accepted,Fall 2022,International,3.91,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,,,,,
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2022,American,3.90,167.0,,,
University of Illinois Urbana,Computer Science Masters,Accepted,Fall 2022,International,4.00,170.0,,158.0,5.0
Penn State University,Computer Science Masters,Accepted,Fall 2022,American,3.89,,,,
Simon Fraser University,Computer Science Masters,Accepted,Fall 2022,International,,,,,
Virginia Tech,Computer Science Masters,Accepted,Fall 2022,American,,,,,
University of Wisconsin,Computer Science Masters,Accepted,Fall 2022,American,3.71,,,,
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2022,American,3.63,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,4.00,,,,
Princeton University,Computer Science Masters,Accepted,Fall 2022,International,,169.0,,168.0,5.0
Princeton University,Computer Science Masters,Accepted,Fall 2022,American,3.82,,,,
University of California,Computer Science Masters,Accepted,Fall 2022,International,3.96,,,,
University of Chicago,Computer Science Masters,Accepted,Fall 2022,International,3.50,169.0,,159.0,3.5
Princeton University,Computer Science Masters,Accepted,Fall 2022,International,3.95,168.0,,,
Princeton University,Computer Science Masters,Accepted,Fall 2022,International,,,,,
University of Chicago,Computer Science Masters,Accepted,Fall 2022,International,3.50,169.0,,159.0,4.5
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.30,169.0,,159.0,4.0
University of Massachusetts Amherst,Computer Science Masters,Accepted,Fall 2022,International,9.20,170.0,,164.0,4.5
University of Chicago,Computer Science Masters,Accepted,Fall 2022,American,3.60,165.0,,,5.5
University of Chicago,Computer Science Masters,Accepted,Fall 2022,American,3.79,165.0,,163.0,5.0
University of Chicago,Computer Science Masters,Accepted,Fall 2022,International,9.15,170.0,,155.0,4.0
Princeton University,Computer Science Masters,Accepted,Fall 2022,International,3.98,,,,
University of Connecticut,Computer Science and Engineering Masters,Accepted,Fall 2022,American,3.51,,,,
University Of Chicag,Computer Science Masters,Accepted,Fall 2022,International,,,,,
University of Texas,Computer Science Masters,Accepted,Fall 2022,International,,167.0,,152.0,3.0
University of Chicago,Computer Science Masters,Accepted,Fall 2022,International,,169.0,,162.0,4.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.60,169.0,,157.0,3.5
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2022,American,3.60,,,,
Northeastern University,Computer Science Masters,Accepted,Fall 2022,International,3.77,163.0,,155.0,4.0
Stevens Institute of Technology,Computer Science Masters,Accepted,Fall 2022,International,3.77,163.0,,155.0,4.0
New Jersey Institute of Technology,Computer Science Masters,Accepted,Fall 2022,International,3.77,163.0,,155.0,4.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,4.00,170.0,,158.0,5.0
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.40,165.0,,150.0,4.0
George Washington University,Computer Science Masters,Accepted,Fall 2022,International,3.91,170.0,,170.0,5.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.99,170.0,,164.0,5.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.60,,,,
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.99,170.0,,159.0,4.5
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,4.00,,,,
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,4.00,170.0,,165.0,3.5
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,4.00,170.0,,,
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.60,170.0,,163.0,4.5
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,,,,,
University of Nebraska at Omaha,Computer Science Masters,Accepted,Fall 2022,International,3.59,162.0,,144.0,3.0
University of San Francisco,Computer Science Bridge Masters,Accepted,Fall 2022,International,3.50,165.0,,163.0,4.0
University of Massachusetts Amherst,Computer Science Masters,Accepted,Fall 2022,International,,168.0,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2022,International,3.76,170.0,,154.0,4.0
North Carolina State University,Computer Science Masters,Accepted,Fall 2022,International,4.00,164.0,,154.0,4.0
Columbia University,Computer Science Masters,Accepted,Fall 2022,International,3.40,,,,
Worcester Polytechnic Institute,Computer Science Masters,Accepted,Fall 2022,International,3.60,168.0,,149.0,5.0
Rutgers University,Computer Science Masters,Accepted,Fall 2022,International,3.60,168.0,,149.0,5.0
University of Texas,Computer Science Masters,Accepted,Fall 2022,International,3.71,166.0,,150.0,
Arizona State University,Computer Science Masters,Accepted,Fall 2022,American,8.16,164.0,,154.0,4.5
University of Texas,Computer Science Masters,Accepted,Fall 2022,International,3.21,170.0,,163.0,4.5
SUNY Buffalo,Computer Science Masters,Accepted,Fall 2022,International,3.20,166.0,,150.0,3.5
Northeastern University,Computer Science Masters,Accepted,Fall 2022,International,3.60,163.0,,155.0,4.5
Columbia University,Computer Science Masters,Accepted,Fall 2022,American,3.92,,,,
Columbia University,Computer Science Masters,Accepted,Fall 2022,International,3.98,,,,
North Carolina State University,Computer Science Masters,Accepted,Fall 2022,International,9.20,170.0,,164.0,4.5
New York University - Tandon School Of Engineering,Computer Science Masters,Accepted,Fall 2022,American,3.51,,,,
North Carolina State University,Computer Science Masters,Accepted,Fall 2022,International,3.75,164.0,,164.0,4.5
University of Maryland Global Campus,Computer Science Masters,Accepted,Fall 2022,International,3.90,170.0,,163.0,5.0
Worcester Polytechnic Institute,Computer Science Masters,Accepted,Fall 2022,International,3.60,,,,
North Carolina State University,Computer Science Masters,Accepted,Fall 2022,International,9.48,165.0,,154.0,4.0
Northeastern University,Computer Science Masters,Accepted,Fall 2022,International,3.53,,,,
University Of Texas At Arlington,Computer Science Masters,Accepted,Fall 2022,International,3.56,159.0,,156.0,
University of Oxford,Computer Science Masters,Accepted,Fall 2022,International,,,,,
Arizona State University,Computer Science Masters,Accepted,Fall 2022,International,3.89,167.0,,145.0,
North Carolina State University,Computer Science Masters,Accepted,Fall 2022,International,4.00,164.0,,147.0,3.5
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.70,168.0,,,
University Of Toronto,Computer Science Masters,Accepted,Fall 2022,International,3.90,170.0,,158.0,5.0
University of Oxford,Computer Science Masters,Accepted,Fall 2022,International,3.71,,,,
Rutgers University,Computer Science Masters,Accepted,Fall 2022,International,3.58,169.0,,155.0,4.0
University of Texas,Computer Science Masters,Accepted,Fall 2022,International,,161.0,,152.0,4.0
University of California,Computer Science Masters,Accepted,Fall 2022,International,3.40,168.0,,154.0,3.5
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2022,International,3.95,169.0,,,
