university,program,decision,term,citizenship,gpa_raw,gre_total,gre_q,gre_v,gre_aw
University of Illinois Chicago (UIC),Computer Science Masters,Accepted,F19,International,3.36,162.0,,156.0,3.5
ีUniversity Of Florida (UFL),Computer Science Masters,Accepted,F16,International,3.6,167.0,,149.0,3.5
University of Illinois Urbana-Champaign,Computer Science Masters,Accepted,F15,American,3.88,168.0,,163.0,4.5
George Washington University,Computer Science Masters,Accepted,Spring 2020,International,3.2,156.0,,168.0,3.5
Carnegie Mellon University,Computer Science - LTI - Intelligent Information Systems Masters,Accepted,F18,International,3.92,167.0,,157.0,4.0
Northeastern University,Computer Science Masters,Accepted,F19,International,3.9,167.0,,154.0,3.5
Santa Clara University,Computer Science Masters,Accepted,F20,International,3.68,,,,
Buffalo State University,Computer Science Masters,Accepted,F15,International,3.5,165.0,,159.0,4.0
University of San Diego,Computer Science Masters,Accepted,F19,International,3.73,166.0,,161.0,4.0
Columbia College,Computer Science Masters,Accepted,F15,International,3.97,169.0,,164.0,4.5
ีUniversity Of Southern California (USC) - Viterbi School Of Engineering,Computer Science - Scientists And Engineers Masters,Accepted,F16,International,3.61,158.0,,148.0,3.0
McGill University,Computer Science - Thesis Masters,Accepted,F16,International,3.31,170.0,,152.0,4.5
University of Southern California,Computer Science (Scientists & Engineers) Masters,Accepted,F15,International,3.67,170.0,,163.0,4.5
Columbia College,Computer Science Masters,Accepted,F19,International,3.75,168.0,,169.0,4.5
Carnegie Mellon University,Computer Science MIIS Masters,Accepted,F16,International,3.74,168.0,,167.0,4.0
New Jersey Institute of Technology,Computer Science Masters,Accepted,F19,International,3.8,168.0,,161.0,4.0
University of Southern California,Computer Science Masters,Accepted,F19,International,3.58,157.0,,163.0,4.0
University of Pennsylvania,Computer Science Masters,Accepted,F15,International,3.98,166.0,,152.0,3.5
Northeastern University,Computer Science Masters,Accepted,Fall 2025,International,3.47,,,,
KU Leuven,Computer Science Masters,Accepted,Fall 2026,American,3.85,330.0,,160.0,5.5
Stanford University,Computer Science Masters,Accepted,Fall 2025,International,4.0,,,,
University of Tennessee,Computer Science Masters,Accepted,Spring 2026,American,3.84,,,,
Tamkang University,Computer Science Masters,Accepted,Fall 2026,International,2.45,320.0,,156.0,99.99
University of Southern California,Computer Science Masters,Accepted,Spring 2026,American,3.6,,,,
Patuakhali Science and Technology University,Computer Science Masters,Accepted,Fall 2025,International,3.4,,,,
University of Victoria,Computer Science and Engineering Masters,Accepted,Spring 2026,International,3.43,,,,
University of Manitoba,Computer Science and Engineering Masters,Accepted,Spring 2026,International,3.43,,,,
University of Alberta,Computer Science Masters,Accepted,Spring 2026,International,3.43,,,,
University of California (UCLA),Computer Science Masters,Accepted,Fall 2025,American,3.85,,,,
Arizona State University,Computer Science Masters,Accepted,Fall 2026,International,3.0,161.0,,160.0,5.0
University of Mumbai,Computer Science Masters,Accepted,Fall 2026,International,3.8,330.0,,,
Johns Hopkins University,Computer Science Masters,Accepted,Fall 2025,American,2.4,,,,
University of Arizona,Computer Science Masters,Accepted,Fall 2026,American,3.85,170.0,,170.0,36.0
York University,Computer Science Masters,Accepted,Fall 2025,International,3.47,,,,
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,Fall 2025,International,3.7,,,,
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,Fall 2025,International,3.86,,,,
Osmania University,Computer Science Masters,Accepted,Fall 2025,International,2.96,,,,
Texas A&M University - College Station,Computer Science Masters,Accepted,Fall 2025,International,3.89,,,,
New Jersey Institute of Technology,Computer Science Masters,Accepted,Fall 2025,International,3.14,314.0,,,
University of Edinburgh,Computer Science Masters,Accepted,Fall 2025,International,4.0,,,,
National University of Singapore,Computer Science Masters,Accepted,Fall 2025,International,3.9,321.0,,,
University of Western Ontario,Computer Science Masters,Accepted,Fall 2025,International,3.3,,,,
Georgia State University,Computer Science Masters,Accepted,Fall 2025,International,3.6,,,,
Ryerson University,Computer Science Masters,Accepted,Fall 2025,International,3.7,,,,
Ryerson University,Computer Science Masters,Accepted,Fall 2025,International,2.7,,,,
University of British Columbia,Computer Science Masters,Accepted,Fall 2025,International,3.55,,,,
Sookmyung Women's University,Computer Science Masters,Accepted,Fall 2025,International,3.55,,,,
Ohio State University - Columbus,Computer Science Masters,Accepted,Fall 2025,International,3.82,,,,
Georgia Institute of Technology,Computer Science Masters,Accepted,Fall 2025,American,3.86,,,,
University of Helsinki,Computer Science Masters,Accepted,Fall 2025,International,3.4,,,,
NYU Tandon School of Engineering,Computer Science Masters,Accepted,Fall 2025,International,3.36,323.0,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2025,International,3.9,316.0,,153.0,5.0
University College London,Computer Science Masters,Accepted,Fall 2025,International,3.18,326.0,,156.0,4.0
Lehigh University,Computer Science Masters,Accepted,Fall 2025,International,3.86,,,,
MILA University,Computer Science Masters,Accepted,Fall 2025,International,3.5,,,,
Courant Institute of Mathematical Sciences,Computer Science Masters,Accepted,Fall 2025,International,3.5,319.0,,154.0,
Ecole Polytechnique Federale De Lausanne (EPFL),Computer Science Masters,Accepted,Fall 2025,International,3.93,,,,
ETH Zurich,Computer Science Masters,Accepted,Fall 2025,International,3.93,,,,
New York University Courant,Computer Science Masters,Accepted,Fall 2025,American,3.5,324.0,,154.0,99.99
University of Illinois Urbana-Champaign,Computer Science Masters,Accepted,Fall 2025,American,3.98,,,,
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2025,International,3.8,,,,
Courant Institute of Mathematical Sciences,Computer Science Masters,Accepted,Fall 2025,American,3.92,,,,
New York University,Computer Science Masters,Accepted,Fall 2025,International,3.6,,,,
New York University,Computer Science Masters,Accepted,Fall 2025,International,4.0,,,,
University of Maryland,Computer Science Masters,Accepted,Fall 2025,American,4.0,,,,
Columbia University,Computer Science Masters,Accepted,Fall 2025,American,3.82,,,,
NYU Tandon School of Engineering,Computer Science Masters,Accepted,Fall 2025,International,3.82,,,,
University of Pennsylvania,Computer Science Masters,Accepted,Fall 2025,American,3.97,330.0,,162.0,4.5
University of Chicago,Computer Science Masters,Accepted,Fall 2025,American,3.5,,,,
Nanjing University,Computer Science Masters,Accepted,Fall 2025,International,3.8,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2025,International,3.8,320.0,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2025,American,3.28,,,,
Université Grenoble Alpes,Computer Science (MoSiG) Masters,Accepted,Fall 2025,International,3.55,,,,
NYU Tandon School of Engineering,Computer Science Masters,Accepted,Fall 2025,International,3.5,,,,
Georgia Institute of Technology,Computer Science Masters,Accepted,Fall 2025,International,3.8,336.0,,166.0,4.0
University of Illinois Urbana-Champaign,Computer Science Masters,Accepted,Fall 2025,International,3.56,,,,
Georgia Institute of Technology,Computer Science Masters,Accepted,Fall 2025,International,3.3,167.0,,156.0,3.0
University of Iowa,Computer Science Masters,Accepted,Fall 2025,International,3.63,,,,
"University of California, Santa Cruz",Computer Science Masters,Accepted,Fall 2025,American,3.5,,,,
University of Copenhagen,Computer Science Masters,Accepted,Fall 2025,International,3.26,,,,
"University of Maryland, College Park",Computer Science Masters,Accepted,Fall 2025,American,3.88,,,,
Johns Hopkins University,Computer Science Masters,Accepted,Fall 2025,American,3.88,,,,
University of California (UCSD),Computer Science Masters,Accepted,Fall 2025,American,3.88,,,,
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2025,International,3.48,,,,
University of Massachusetts Amherst,Computer Science Masters,Accepted,Fall 2025,International,3.6,,,,
University of Illinois Urbana-Champaign,Computer Science Masters,Accepted,Fall 2025,American,3.68,,,,
University of Maryland,Computer Science Masters,Accepted,Fall 2025,International,3.95,,,,
Stony Brook University,Computer Science Masters,Accepted,Fall 2025,International,3.93,,,,
Georgia Institute of Technology,Computer Science Masters,Accepted,Fall 2025,International,3.97,169.0,,163.0,4.5
"University of California, Santa Cruz",Computer Science Masters,Accepted,Fall 2025,American,3.8,,,,
Bradley University,Computer Science Masters,Accepted,Fall 2025,International,4.5,,,,
University of Michigan - Ann Arbor,Computer Science Masters,Accepted,Fall 2025,American,3.98,,,,
Cornell University,Computer Science Masters,Accepted,Fall 2025,American,3.6,,,,
Johns Hopkins University,Computer Science Masters,Accepted,Fall 2025,International,3.6,,,,
university of cali,Computer Science Masters,Accepted,Fall 2025,International,3.8,,,,
Johns Hopkins University,Computer Science Masters,Accepted,Fall 2025,International,3.95,,,,
University of California (UCSC),Computer Science Masters,Accepted,Fall 2025,International,3.8,326.0,,158.0,4.5
NYU Tandon School of Engineering,Computer Science Masters,Accepted,Fall 2025,International,3.91,,,,
University of Pennsylvania,Computer Science Masters,Accepted,Fall 2025,International,3.93,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2025,International,3.8,326.0,,158.0,4.5
Stony Brook University,Computer Science Masters,Accepted,Fall 2025,International,3.72,168.0,,152.0,4.0
ETH Zurich,Computer Science Masters,Accepted,Fall 2025,International,3.8,,,,
Rensselaer Polytechnic Institute,Computer Science Masters,Accepted,Fall 2025,American,3.55,161.0,,153.0,3.5
Boston University,Computer Science Masters,Accepted,Fall 2025,American,3.55,161.0,,153.0,3.5
Duke University,Computer Science Masters,Accepted,Fall 2025,International,3.91,,,,
San Jose State University,Computer Science Masters,Accepted,Fall 2025,American,3.75,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2025,American,2.3,,,,
University of Oxford,Computer Science Masters,Accepted,Fall 2025,International,4.0,,,,
UNC Chapel Hill,Computer Science Masters,Accepted,Fall 2025,International,3.53,,,,
ETHZ - ETH Zurich,Computer Science Masters,Accepted,Fall 2025,International,4.0,170.0,,160.0,4.0
"University of California, Berkeley",Computer Science Masters,Accepted,Fall 2025,International,3.95,,,,
KTH Royal Institute of Technology,Computer Science Masters,Accepted,Fall 2025,International,3.69,,,,
University of Michigan,Computer Science Masters,Accepted,Fall 2025,International,3.98,,,,
University of Pennsylvania,Computer Science Masters,Accepted,Fall 2025,International,4.0,,,,
University of Pittsburgh,Computer Science Masters,Accepted,Fall 2025,International,3.81,,,,
University of Michigan - Ann Arbor,Computer Science and Engineering Masters,Accepted,Fall 2025,International,4.0,325.0,,,
Texas A&M University - College Station,Computer Science Masters,Accepted,Fall 2025,International,3.64,,,,
Miami University,Computer Science Masters,Accepted,Fall 2025,American,4.0,,,,
ETH Zurich,Computer Science Masters,Accepted,Fall 2025,International,3.95,,,,
University of Michigan - Ann Arbor,Computer Science and Engineering Masters,Accepted,Fall 2025,International,4.0,170.0,,149.0,4.0
University of Delaware,Computer Science Masters,Accepted,Fall 2025,International,3.3,,,,
Wayne State University,Computer Science Masters,Accepted,Fall 2025,International,3.14,,,,
NC State University,Computer Science Masters,Accepted,Fall 2025,American,4.0,,,,
Brown University,Computer Science Masters,Accepted,Fall 2025,International,4.2,,,,
Brown University,Computer Science Masters,Accepted,Fall 2025,International,3.85,,,,
Brown University,Computer Science Masters,Accepted,Fall 2025,American,3.95,,,,
Stony Brook University,Computer Science Masters,Accepted,Fall 2025,International,3.5,316.0,,,
Brown University,Computer Science Masters,Accepted,Fall 2025,International,3.83,,,,
Indiana University Bloomington,Computer Science Masters,Accepted,Fall 2025,International,3.4,,,,
Brown University,Computer Science Masters,Accepted,Fall 2025,International,3.89,,,,
University of Wisconsin - Madison,Computer Science Masters,Accepted,Fall 2025,International,3.56,,,,
University of Wisconsin,Computer Science (PMP) Masters,Accepted,Fall 2025,International,3.83,,,,
University of Wisconsin - Madison,Computer Science Masters,Accepted,Fall 2025,International,3.9,,,,
University of Wisconsin - Madison,Computer Science Masters,Accepted,Fall 2025,American,4.0,,,,
University of Wisconsin - Madison,Computer Science Masters,Accepted,Fall 2025,International,3.6,170.0,,162.0,4.0
North Carolina State University,Computer Science Masters,Accepted,Fall 2025,International,3.97,,,,
University of Minnesota - Duluth,Computer Science Masters,Accepted,Fall 2025,International,3.3,330.0,,162.0,3.0
"University of California, Santa Cruz",Computer Science Masters,Accepted,Fall 2025,International,3.62,,,,
ETH Zurich,Computer Science Masters,Accepted,Fall 2025,International,3.89,,,,
Simon Fraser University,Computer Science Masters,Accepted,Fall 2025,International,3.4,327.0,,170.0,5.0
Texas A&M University - College Station,Computer Science Masters,Accepted,Fall 2025,American,3.38,,,,
Stony Brook University,Computer Science Masters,Accepted,Fall 2025,International,3.82,170.0,,151.0,3.5
ETH Zurich,Computer Science Masters,Accepted,Fall 2025,International,3.8,,,,
Boston University,Computer Science Masters,Accepted,Fall 2025,American,3.96,333.0,,,
Purdue University,Computer Science Masters,Accepted,Fall 2025,American,3.62,,,,
ETH Zurich,Computer Science Masters,Accepted,Fall 2025,International,3.8,,,,
University of Minnesota,Computer Science Masters,Accepted,Fall 2025,International,9.6,,,,
University of Illinois Urbana-Champaign,Computer Science Masters,Accepted,Fall 2025,International,3.86,,,,
University of Massachusetts Amherst,Computer Science Masters,Accepted,Fall 2025,International,8.5,,,,
University of Massachusetts Amherst,Computer Science Masters,Accepted,Fall 2025,International,3.66,,,,
University of Oregon,Computer Science Masters,Accepted,Fall 2025,International,3.67,,,,
ETH Zurich,Computer Science Masters,Accepted,Fall 2025,International,3.8,,,,
ETH Zurich,Computer Science Masters,Accepted,Fall 2025,International,3.91,,,,
ETH Zurich,Computer Science Masters,Accepted,Fall 2025,International,4.0,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2025,International,3.85,,,,
University of Washington,Computer Science Masters,Accepted,Fall 2025,International,3.83,,,,
University of Florida,Computer Science Masters,Accepted,Fall 2025,International,3.7,321.0,,,
Rice University,Computer Science Masters,Accepted,Fall 2025,International,3.7,321.0,,,
ETH Zurich,Computer Science Masters,Accepted,Fall 2025,International,4.0,,,,
University of Maryland,Computer Science Masters,Accepted,Fall 2025,International,3.82,,,,
University of Maryland,Computer Science Masters,Accepted,Fall 2025,International,3.93,,,,
University of California,Computer Science Masters,Accepted,Fall 2025,International,3.83,,,,
Stanford University,Computer Science Masters,Accepted,Fall 2025,International,3.93,,,,
Stanford University,Computer Science Masters,Accepted,Fall 2025,American,3.94,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2025,International,3.58,170.0,,,
University of California,Computer Science Masters,Accepted,Fall 2025,American,3.95,335.0,,165.0,5.0
McGill University,Computer Science Masters,Accepted,Fall 2025,American,3.95,335.0,,165.0,5.0
Stanford University,Computer Science Masters,Accepted,Fall 2025,American,3.95,,,,
Rice University,Computer Science Masters,Accepted,Fall 2025,International,3.93,,,,
Stanford University,Computer Science Masters,Accepted,Fall 2025,International,3.67,,,,
Stanford University,Computer Science Masters,Accepted,Fall 2025,International,4.0,331.0,,,
Stanford University,Computer Science Masters,Accepted,Fall 2025,American,3.8,,,,
Rice University,Computer Science Masters,Accepted,Fall 2025,International,3.56,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2025,International,3.56,,,,
Stanford University,Computer Science Masters,Accepted,Fall 2025,American,3.97,,,,
University of Hawaii at Manoa,Computer Science Masters,Accepted,Fall 2025,American,3.52,,,,
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2025,American,3.67,,,,
Stanford University,Computer Science Masters,Accepted,Fall 2025,American,4.1,,,,
Stanford University,Computer Science Masters,Accepted,Fall 2025,International,3.98,,,,
Brigham Young University,Computer Science Masters,Accepted,Fall 2025,American,4.0,,,,
Emory University,Computer Science Masters,Accepted,Fall 2025,International,3.2,,,,
George Washington University,Computer Science Masters,Accepted,Fall 2025,International,3.74,,,,
University of Arizona,Computer Science Masters,Accepted,Fall 2025,International,3.67,,,,
University of California (UCLA),Computer Science Masters,Accepted,Fall 2025,American,4.0,,,,
ETH Zurich,Computer Science Masters,Accepted,Fall 2025,International,3.89,,,,
Northeastern University,Computer Science Masters,Accepted,Fall 2025,International,3.97,,,,
ETH Zurich,Computer Science Masters,Accepted,Fall 2025,International,3.92,,,,
NYU Tandon School of Engineering,Computer Science Masters,Accepted,Fall 2025,International,3.64,,,,
California State University,Computer Science Masters,Accepted,Fall 2025,American,3.97,,,,
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2025,International,3.0,323.0,,158.0,99.99
University of Oxford,Computer Science Masters,Accepted,Fall 2025,American,3.7,,,,
ETH Zurich,Computer Science Masters,Accepted,Fall 2025,International,3.99,,,,
Brigham Young University,Computer Science Masters,Accepted,Fall 2025,American,3.73,,,,
ETH Zurich,Computer Science Masters,Accepted,Fall 2025,International,3.85,,,,
ETH Zurich,Computer Science Masters,Accepted,Fall 2025,International,3.86,,,,
ETH Zurich,Computer Science Masters,Accepted,Fall 2025,International,4.0,,,,
California Polytechnic State University,Computer Science Masters,Accepted,Fall 2025,American,3.8,,,,
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2025,International,3.53,325.0,,163.0,4.0
University of Toronto,Computer Science Masters,Accepted,Fall 2025,International,3.89,,,,
University of Saskatchewan,Computer Science Masters,Accepted,Fall 2025,American,3.7,,,,
Northwestern University,Computer Science Masters,Accepted,Fall 2025,International,3.34,,,,
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2025,American,3.9,,,,
Emory University,Computer Science Masters,Accepted,Fall 2025,International,3.83,,,,
ETH Zurich,Computer Science Masters,Accepted,Fall 2025,International,3.98,,,,
University of Utah,Computer Science Masters,Accepted,Fall 2025,International,3.4,,,,
University of Ottawa,Computer Science Masters,Accepted,Fall 2025,International,3.44,,,,
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2025,International,3.76,,,,
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2025,International,8.93,167.0,,163.0,5.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2025,International,3.89,,,,
NYU Tandon School of Engineering,Computer Science Masters,Accepted,Fall 2025,International,8.72,,,,
University of Florida,Computer Science Masters,Accepted,Fall 2025,International,3.76,324.0,,155.0,
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2025,International,3.37,318.0,,153.0,4.0
Yale University,Computer Science Masters,Accepted,Fall 2025,International,3.94,334.0,,,
Columbia University,Computer Science Masters,Accepted,Fall 2025,International,3.86,168.0,,,
University of Florida,Computer Science Masters,Accepted,Fall 2025,International,3.6,320.0,,152.0,
ETH Zurich,Computer Science Masters,Accepted,Fall 2025,International,3.98,,,,
University of Michigan,Computer Science Masters,Accepted,Fall 2025,International,2.8,,,,
University of Alberta,Computer Science Masters,Accepted,Fall 2025,International,3.93,,,,
Arizona State University,Computer Science Masters,Accepted,Fall 2025,International,3.87,336.0,,166.0,5.0
Virginia Tech,Computer Science & Applications Masters,Accepted,Fall 2025,International,3.87,336.0,,166.0,5.0
Yale University,Computer Science Masters,Accepted,Fall 2025,American,3.96,337.0,,167.0,4.5
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2025,American,3.52,,,,
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2025,International,3.4,,,,
University of Massachusetts,Computer Science Masters,Accepted,Fall 2025,International,3.4,,,,
Trinity College,Computer Science Masters,Accepted,Fall 2025,International,3.83,,,,
Dartmouth College,Computer Science Masters,Accepted,Fall 2025,International,3.8,,,,
Columbia University,Computer Science Masters,Accepted,Fall 2025,International,3.91,170.0,,163.0,5.0
University of Illinois Chicago (UIC),Computer Science Masters,Accepted,Fall 2025,International,3.4,304.0,,,
NYU Tandon School of Engineering,Computer Science Masters,Accepted,Fall 2025,International,3.25,,,,
Dartmouth College,Computer Science Masters,Accepted,Fall 2025,American,4.0,,,,
Princeton University,Computer Science Masters,Accepted,Fall 2025,American,3.82,,,,
University of Oxford,Computer Science Masters,Accepted,Fall 2025,International,3.95,,,,
Imperial College London,Computer Science Masters,Accepted,Fall 2025,International,3.95,,,,
University of Cambridge,Computer Science Masters,Accepted,Fall 2025,International,3.95,,,,
Arizona State University,Computer Science Masters,Accepted,Fall 2025,International,3.8,,,,
Arizona State University,Computer Science Masters,Accepted,Fall 2025,International,3.8,,,,
University of Illinois Chicago (UIC),Computer Science Masters,Accepted,Fall 2025,International,3.7,,,,
University of Illinois Chicago (UIC),Computer Science Masters,Accepted,Fall 2025,International,8.95,313.0,,154.0,
University of Illinois Chicago (UIC),Computer Science Masters,Accepted,Fall 2025,International,8.95,313.0,,154.0,
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2025,International,3.49,,,,
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2025,American,3.82,,,,
University of Colorado Boulder,Computer Science Masters,Accepted,Fall 2025,American,3.89,,,,
University of Illinois,Computer Science Masters,Accepted,Fall 2025,American,3.87,,,,
University of Florida,Computer Science Masters,Accepted,Fall 2025,International,3.74,,,,
Dartmouth College,Computer Science Masters,Accepted,Fall 2025,International,3.4,,,,
University of Waterloo,Computer Science Masters,Accepted,Fall 2025,International,3.64,,,,
Boston University,Computer Science Masters,Accepted,Fall 2025,International,3.6,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2025,International,3.6,,,,
University of Waterloo,Computer Science Masters,Accepted,Fall 2025,International,4.0,,,,
University of Virginia,Computer Science Masters,Accepted,Fall 2025,International,3.91,,,,
University of Massachusetts,Computer Science Masters,Accepted,Fall 2025,International,3.8,168.0,,,
University of California,Computer Science Masters,Accepted,Fall 2025,American,3.7,,,,
University of California,Computer Science Masters,Accepted,Fall 2025,American,3.67,,,,
New York University,Computer Science Masters,Accepted,Fall 2025,American,3.89,,,,
University of Massachusetts,Computer Science Masters,Accepted,Fall 2025,International,3.7,340.0,,170.0,5.0
Columbia University,Computer Science Masters,Accepted,Fall 2025,International,3.6,,,,
University of Virginia,Computer Science Masters,Accepted,Fall 2025,International,3.97,,,,
Stevens Institute of Technology,Computer Science Masters,Accepted,Fall 2025,International,3.68,,,,
University of Virginia,Computer Science Masters,Accepted,Fall 2025,International,3.79,,,,
North Carolina A&T State University,Computer Science Masters,Accepted,Fall 2025,International,3.4,333.0,,163.0,3.5
Columbia University,Computer Science Masters,Accepted,Fall 2025,International,3.67,323.0,,155.0,99.99
University of California,Computer Science Masters,Accepted,Fall 2025,American,3.67,,,,
University of California,Computer Science Masters,Accepted,Fall 2025,American,3.67,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2025,International,3.87,,,,
Columbia University,Computer Science Masters,Accepted,Fall 2025,International,3.7,,,,
Georgia State University,Computer Science Masters,Accepted,Fall 2025,International,3.82,,,166.0,99.99
University of Southern California,Computer Science Masters,Accepted,Fall 2025,International,3.83,,,,
California State Polytechnic University,Computer Science Masters,Accepted,Fall 2025,American,3.52,,,,
University of California,Computer Science Masters,Accepted,Fall 2025,American,3.75,,,,
University of Massachusetts,Computer Science Masters,Accepted,Fall 2025,American,3.9,,,,
Rice University,Computer Science Masters,Accepted,Fall 2025,American,3.6,,,,
Columbia University,Computer Science Masters,Accepted,Fall 2025,International,3.87,,,,
Carnegie Mellon,Computer Science Masters,Accepted,Fall 2025,International,3.91,170.0,,165.0,5.5
Rice University,Computer Science Masters,Accepted,Fall 2025,International,3.7,,,,
Columbia University,Computer Science Masters,Accepted,Fall 2025,International,3.93,,,,
Northeastern University,Computer Science Masters,Accepted,Fall 2025,American,3.7,,,,
University of Alberta,Computer Science Masters,Accepted,Fall 2025,International,3.81,,,,
University of Manitoba,Computer Science Masters,Accepted,Fall 2025,International,3.83,,,,
University of Manitoba,Computer Science Masters,Accepted,Fall 2025,International,3.83,,,,
University of Montreal,Computer Science Masters,Accepted,Fall 2025,International,3.7,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2025,International,3.83,,,,
Columbia University,Computer Science Masters,Accepted,Fall 2025,American,3.84,170.0,,153.0,4.5
Boston University,Computer Science Masters,Accepted,Fall 2025,International,3.91,316.0,,148.0,4.0
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2025,International,3.92,170.0,,155.0,4.0
"University of California, Irvine",Computer Science Masters,Accepted,Fall 2025,American,3.98,309.0,,,4.0
Rice University,Computer Science Masters,Accepted,Fall 2025,International,3.87,,,,
Virginia Tech,Computer Science Masters,Accepted,Fall 2025,International,3.7,,,,
Tulane University of Louisiana,Computer Science Masters,Accepted,Fall 2025,American,2.32,,,,
Princeton University,Computer Science Masters,Accepted,Fall 2025,American,4.0,,,,
Columbia University,Computer Science Masters,Accepted,Fall 2025,American,3.58,,,,
Columbia University,Computer Science Masters,Accepted,Fall 2025,International,3.72,,,,
Columbia University,Computer Science Masters,Accepted,Fall 2025,American,3.5,,,,
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2025,International,4.0,331.0,,170.0,5.0
Georgia Institute of Technology,Computer Science Masters,Accepted,Fall 2025,American,3.67,,,,
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2025,American,3.35,,,,
University of Pittsburgh,Computer Science Masters,Accepted,Fall 2025,International,8.91,,,,
Arizona State University,Computer Science Masters,Accepted,Fall 2025,International,3.89,322.0,,,
New York University,Computer Science Masters,Accepted,Fall 2025,International,3.89,322.0,,,
University of California,Computer Science Masters,Accepted,Fall 2025,International,4.0,,,,
Stevens Institute of Technology,Computer Science Masters,Accepted,Fall 2025,International,2.67,,,,
Carnegie Mellon,Computer Science Masters,Accepted,Fall 2025,International,9.4,333.0,,163.0,99.99
University of Pittsburgh,Computer Science Masters,Accepted,Fall 2025,International,3.9,322.0,,158.0,4.5
University of Pittsburgh,Computer Science Masters,Accepted,Fall 2025,International,3.9,,,,
University of California,Computer Science Masters,Accepted,Fall 2025,American,3.93,,,,
University of Pittsburgh,Computer Science Masters,Accepted,Fall 2025,International,3.7,340.0,,170.0,5.0
NC State University,Computer Science Masters,Accepted,Fall 2025,International,3.5,309.0,,,
University of California,Computer Science Masters,Accepted,Fall 2025,International,3.85,,,,
University of California,Computer Science Masters,Accepted,Fall 2025,International,4.0,,,,
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2025,International,3.86,170.0,,165.0,5.0
North Carolina Central University,Computer Science Masters,Accepted,Fall 2025,American,3.8,,,,
University of California,Computer Science Masters,Accepted,Fall 2025,American,4.0,,,,
Columbia University,Computer Science Masters,Accepted,Fall 2025,American,3.85,334.0,,,
Carnegie Mellon University,Computer Science Masters,Accepted,Fall 2025,International,3.92,,,,
University of California,Computer Science Masters,Accepted,Fall 2025,American,3.93,,,,
Boston University,Computer Science Masters,Accepted,Fall 2025,International,2.8,320.0,,,3.5
University of California,Computer Science Masters,Accepted,Fall 2025,International,3.76,,,,
Columbia University,Computer Science Masters,Accepted,Fall 2025,International,3.88,,,,
University of Southern California,Computer Science Masters,Accepted,Fall 2025,International,3.69,,,,
University of California,Computer Science Masters,Accepted,Fall 2025,American,3.94,,,,
University of Washington-Bothell Campus,Computer Science Masters,Accepted,Fall 2025,American,3.6,,,,
George Washington University,Computer Science Masters,Accepted,Fall 2025,American,2.3,,,,
University of Pittsburgh,Computer Science Masters,Accepted,Fall 2025,International,3.7,340.0,,170.0,5.0
New York University,Computer Science Masters,Accepted,Fall 2025,International,3.34,,,,
Georgetown University,Computer Science Masters,Accepted,Fall 2025,International,3.34,,,,
University of Alberta,Computer Science Masters,Accepted,Fall 2025,International,3.5,,,,
University of Waterloo,Computer Science Masters,Accepted,Fall 2025,International,3.97,,,,
University of Illinois Urbana-Champaign,Computer Science Masters,Accepted,Fall 2025,International,3.93,329.0,,159.0,4.5
Clarkson University,Computer Science Masters,Accepted,Fall 2025,International,3.25,336.0,,166.0,99.99
Indiana University Bloomington,Computer Science Masters,Accepted,Fall 2025,International,3.9,,,,
University of Washington-Bothell Campus,Computer Science Masters,Accepted,Fall 2025,International,3.7,340.0,,170.0,5.0
University of California,Computer Science Masters,Accepted,Fall 2025,American,3.93,,,,
University of California,Computer Science Masters,Accepted,Fall 2025,American,4.0,,,,
Columbia University,Computer Science Masters,Accepted,Fall 2025,International,3.96,,,,
Northeastern University,Computer Science Masters,Accepted,Fall 2025,International,8.34,,,,
