accuracy,precision,recall,f1,roc_auc,pr_auc,model,n_test
0.7307110438729199,0.7450592885375494,0.8849765258215962,0.8090128755364807,0.7607831385475976,0.8306344068429807,CalibratedLogisticRegression,661
0.6853252647503782,0.8096590909090909,0.6690140845070423,0.7326478149100257,0.7605783637998202,0.8313743553793128,LogisticRegression,661
0.7261724659606656,0.7378640776699029,0.892018779342723,0.8076514346439958,0.7573269403655978,0.8339268158919058,CalibratedLinearSVM,661
0.7140695915279879,0.7283236994219653,0.8873239436619719,0.8,0.7563180501448408,0.8320343255582706,GradientBoosting,661
0.7216338880484114,0.7585470085470085,0.8333333333333334,0.7941834451901566,0.7520527419838177,0.8314990561476829,RandomForest,661
0.7110438729198184,0.7582417582417582,0.8098591549295775,0.7832009080590239,0.7449905104385177,0.8239837978668225,HistGradientBoosting,661
0.7095310136157338,0.7623318385650224,0.7981220657276995,0.7798165137614679,0.7216312056737588,0.7961054615400736,ExtraTrees,661
