university,program,decision,term,citizenship,gpa_raw,gre_total,gre_q,gre_v,gre_aw
Simon Fraser University,Computer Science Masters,Rejected,Spring 2022,International,3.52,160.0,,165.0,4.5
Northeastern University,Computer Science Masters,Rejected,Fall 2022,International,3.28,165.0,,153.0,4.0
Stanford University,Computer Science Masters,Rejected,Fall 2022,American,3.70,,,,
University of Texas,Computer Science Masters,Rejected,Spring 2022,International,3.26,163.0,,157.0,4.5
University Of Calgary,Computer Science Masters,Rejected,Fall 2022,International,3.80,152.0,,155.0,5.0
University of Chicago,Computer Science Masters,Rejected,Spring 2021,International,3.50,,,,
Pandww,Computer Science Masters,Rejected,Fall 2022,International,9.73,170.0,,155.0,4.0
University of Southern California,Computer Science; Masters,Rejected,Fall 2022,International,3.00,170.0,,163.0,3.5
Columbia University,Computer Science Masters,Rejected,Fall 2022,International,3.70,169.0,,156.0,4.0
ETH Zurich,Computer Science Masters,Rejected,Spring 2022,International,3.10,,,,
ETH Zurich,Computer Science Masters,Rejected,Fall 2022,American,3.66,166.0,,165.0,5.0
Purdue University,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of Southern California,Computer Science Masters,Rejected,Fall 2022,International,9.20,,,,
University of Southern California,Computer Science Masters,Rejected,Fall 2022,International,3.62,168.0,,156.0,4.5
University Of Cambridge,Computer Science Masters,Rejected,Fall 2022,International,3.90,,,,
Queens (Canada),Computer Science Masters,Rejected,Fall 2022,International,3.73,,,,
Columbia University,Computer Science Masters,Rejected,Fall 2022,American,3.75,166.0,,162.0,5.0
Columbia University,Computer Science Masters,Rejected,Fall 2022,International,,,,,
Columbia University,Computer Science Masters,Rejected,Fall 2022,International,,,,,
Columbia University,Computer Science Masters,Rejected,Fall 2022,American,,,,,
York University,Computer Science Masters,Rejected,Fall 2022,International,3.97,164.0,,155.0,3.5
York University,Computer Science Masters,Rejected,Fall 2022,International,3.71,,,,
York University,Computer Science Masters,Rejected,Fall 2022,International,3.92,,,,
Simon Fraser University,Computer Science Masters,Rejected,Fall 2022,International,3.24,,,,
University Of Alberta,Computer Science (Thesis Based) Masters,Rejected,Fall 2022,International,3.98,,,,
"University of California, Irvine",Computer Science Masters,Rejected,Fall 2022,International,3.67,164.0,,152.0,3.5
University Of Alberta,Computer Science Masters,Rejected,Fall 2022,International,3.30,,,,
University Of Alberta,Computer Science Masters,Rejected,Fall 2022,International,4.00,,,,
University Of Maryland,Computer Science Masters,Rejected,Fall 2022,International,3.72,170.0,,163.0,4.5
University Of Alberta,Computer Science Masters,Rejected,Fall 2022,International,3.64,,,,
University Of Alberta,Computer Science Masters,Rejected,Fall 2022,International,3.81,166.0,,156.0,5.0
University Of Alberta,Computer Science Masters,Rejected,Fall 2022,International,3.00,170.0,,163.0,3.5
University Of British Columbia,Computer Science Masters,Rejected,Fall 2022,International,3.70,,,,
University Of British Columbia,Computer Science Masters,Rejected,Fall 2022,International,3.68,,,,
"University Of British Columbia, Vancouver",Computer Science Masters,Rejected,Fall 2022,International,3.80,,,,
University Of British Columbia,Computer Science Masters,Rejected,Fall 2022,International,3.81,166.0,,156.0,5.0
University Of British Columbia,Computer Science Masters,Rejected,Fall 2022,International,3.75,,,,
University Of British Columbia,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University Of British Columbia,Computer Science Masters,Rejected,Fall 2022,International,4.00,,,,
University Of British Columbia,Computer Science Masters,Rejected,Fall 2022,International,,169.0,,156.0,
University Of British Columbia,Computer Science Masters,Rejected,Fall 2022,International,3.64,,,,
Brite Divinity School,Computer Science Masters,Rejected,Fall 2022,International,3.70,169.0,,155.0,4.5
University Of British Columbia,Computer Science Masters,Rejected,Fall 2022,International,3.79,,,,
University of Colorado Boulder,Computer Science Masters,Rejected,Fall 2022,American,2.90,,,,
Simon Fraser University,Computer Science Masters,Rejected,Fall 2022,International,,,,,
New York University,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University Of Western Ontario,Computer Science Masters,Rejected,Fall 2022,International,3.71,154.0,,149.0,3.5
University Of Maryland Baltimore,Computer Science Masters,Rejected,Fall 2022,International,3.40,170.0,,160.0,4.5
Virginia Tech,Computer Science Masters,Rejected,Fall 2022,International,3.75,166.0,,163.0,4.5
Simon Fraser University,Computer Science Masters,Rejected,Fall 2022,International,3.80,,,,
University of Southern California,Computer Science Masters,Rejected,Fall 2022,International,3.01,,,,
University Of Waterloo,Computer Science Masters,Rejected,Fall 2022,International,3.64,,,,
Simon Fraser University,Computer Science Masters,Rejected,Fall 2022,,3.60,168.0,,157.0,3.0
"University of California, Irvine",Computer Science Masters,Rejected,Fall 2022,International,3.36,168.0,,161.0,4.0
"University of California, Irvine",Computer Science Masters,Rejected,Fall 2022,International,3.77,168.0,,153.0,4.0
"University of California, Irvine",Computer Science Masters,Rejected,Fall 2022,International,3.70,169.0,,157.0,4.0
"University of California, Irvine",Computer Science Masters,Rejected,Fall 2022,International,8.00,167.0,,164.0,4.0
"University of California, Irvine",Computer Science Masters,Rejected,Fall 2022,American,3.18,151.0,,159.0,4.0
Simon Fraser University,Computer Science Masters,Rejected,Fall 2022,International,3.75,,,,
University Of Waterloo,Computer Science Masters,Rejected,Fall 2022,International,3.97,,,,
University of Southern California,Computer Science Masters,Rejected,Fall 2021,International,9.13,163.0,,158.0,4.0
University of Dallas,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of Southern California,Computer Science Masters,Rejected,Fall 2022,International,9.19,167.0,,160.0,4.0
Simon Fraser University,Computer Science Masters,Rejected,Fall 2022,International,3.00,170.0,,163.0,3.5
Simon Fraser University,Computer Science Masters,Rejected,Fall 2022,International,3.71,154.0,,149.0,3.5
University of California (UCSB),Computer Science Masters,Rejected,Fall 2022,International,3.28,163.0,,,
University of California (UCSB),Computer Science Masters,Rejected,Fall 2022,International,3.60,,,,
Ottawa University-Ottawa,Computer Science Masters,Rejected,Fall 2022,International,3.61,,,,
University of California,Computer Science Masters,Rejected,Fall 2022,American,3.86,,,,
University Of Waterloo,Computer Science Masters,Rejected,Fall 2022,International,,,,,
New York University,Computer Science Masters,Rejected,Fall 2022,International,8.09,168.0,,161.0,4.0
University of Maryland Global Campus,Computer Science Masters,Rejected,Fall 2022,International,,,,,
Texas A&M University,Computer Science Masters,Rejected,Fall 2022,International,3.00,170.0,,163.0,3.5
Texas A&M University,Computer Science Masters,Rejected,Fall 2022,International,8.09,168.0,,161.0,4.0
Texas A&M University,Computer Science Masters,Rejected,Fall 2022,International,,,,,
Texas A&M University,Computer Science Masters,Rejected,Fall 2022,International,3.85,,,,
University of Maryland Global Campus,Computer Science Masters,Rejected,Fall 2022,International,3.60,,,,
Texas A&M University,Computer Science Masters,Rejected,Fall 2022,International,3.60,,,,
University of Maryland Global Campus,Computer Science Masters,Rejected,Fall 2022,American,3.58,167.0,,162.0,4.5
New York University,Computer Science Masters,Rejected,Fall 2022,International,9.10,168.0,,166.0,5.5
New York University,Computer Science Masters,Rejected,Fall 2022,International,3.70,162.0,,149.0,4.5
New York University,Computer Science Masters,Rejected,Fall 2022,International,3.70,161.0,,162.0,4.5
New York University,Computer Science Masters,Rejected,Fall 2022,International,3.70,161.0,,162.0,4.5
University of Michigan,Computer Science Masters,Rejected,Fall 2022,International,,,,,
McGill University,Computer Science Masters,Rejected,Fall 2022,International,3.95,,,,
New York University,Computer Science Masters,Rejected,Fall 2022,International,9.00,169.0,,166.0,4.5
New York University,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of Massachusetts Amherst,Computer Science Masters,Rejected,Fall 2022,International,3.81,166.0,,160.0,4.5
Mem,Computer Science Masters,Rejected,Fall 2022,International,3.79,,,,
Texas A&M University,Computer Science Masters,Rejected,Fall 2022,International,8.00,167.0,,164.0,4.0
University of Michigan,Computer Science Masters,Rejected,Fall 2022,International,3.96,170.0,,156.0,4.0
McGill University,Computer Science Masters,Rejected,Fall 2022,International,3.97,,,,
University of Michigan,Computer Science and Engineering Masters,Rejected,Fall 2022,International,,,,,
University of Texas at Austin,Computer Science Masters,Rejected,Fall 2022,International,3.81,,,,
Texas A&M University,Computer Science Masters,Rejected,Fall 2022,International,9.08,,,,
University Of Pittsburgh,Computer Science Masters,Rejected,Fall 2022,International,3.20,168.0,,146.0,4.0
Columbia University,Computer Science Masters,Rejected,Fall 2022,International,3.34,163.0,,161.0,4.5
University of Texas at Austin,Computer Science Masters,Rejected,Fall 2022,International,3.80,167.0,,160.0,3.5
Columbia University,Computer Science Masters,Rejected,Fall 2022,International,3.63,,,,
University of Texas at Austin,Computer Science Masters,Rejected,Fall 2022,International,8.00,167.0,,164.0,4.0
Columbia University,Computer Science Masters,Rejected,Fall 2022,International,4.00,,,,
Columbia University,Computer Science Masters,Rejected,Fall 2022,International,3.60,167.0,,160.0,3.5
University of Texas at Austin,Computer Science Masters,Rejected,Fall 2022,International,,,,,
Columbia University,Computer Science Masters,Rejected,Fall 2022,International,3.63,,,,
Columbia University,Computer Science Masters,Rejected,Fall 2022,International,3.70,168.0,,161.0,5.0
University of Texas at Austin,Computer Science Masters,Rejected,Fall 2022,American,3.86,,,,
University Of Waterloo,Computer Science Masters,Rejected,Fall 2022,International,3.96,,,,
University of Texas at Austin,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of Texas at Austin,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of Texas at Austin,Computer Science Masters,Rejected,Fall 2022,International,8.90,169.0,,155.0,4.0
University of Texas at Austin,Computer Science Masters,Rejected,Fall 2022,International,3.70,169.0,,157.0,4.0
University of Texas at Austin,Computer Science Masters,Rejected,Fall 2022,International,8.84,168.0,,153.0,5.0
University Of Waterloo,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of Texas at Austin,Computer Science Masters,Rejected,Fall 2022,International,3.60,,,,
University of Massachusetts Amherst,Computer Science Masters,Rejected,Fall 2022,International,8.09,168.0,,161.0,4.0
University of North Carolina (UNC),Computer Science Masters,Rejected,Fall 2022,International,3.86,,,,
"University of California, Irvine",Computer Science Masters,Rejected,Fall 2022,International,3.50,170.0,,161.0,5.0
University of North Carolina (UNC),Computer Science Masters,Rejected,Fall 2022,International,8.13,167.0,,156.0,4.5
SUNY Stony Brook,Computer Science Masters,Rejected,Fall 2022,International,,,,,
SUNY Stony Brook,Computer Science Masters,Rejected,Fall 2022,International,3.91,166.0,,166.0,5.0
University of California (UCSC),Computer Science Masters,Rejected,Fall 2022,International,3.34,163.0,,161.0,4.5
University of Michigan,Computer Science Masters,Rejected,Fall 2022,International,,,,,
Carleton University,Computer Science Masters,Rejected,Fall 2022,International,3.61,,,,
New York University,Computer Science Masters,Rejected,Fall 2022,International,3.70,161.0,,153.0,4.0
University of Michigan,Computer Science Masters,Rejected,Fall 2022,International,3.80,,,,
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,International,8.09,168.0,,161.0,
Stanford University,Computer Science Masters,Rejected,Fall 2022,American,3.86,,,,
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,American,3.86,,,,
University Of Waterloo,Computer Science Masters,Rejected,Fall 2022,International,,,,,
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,International,3.78,169.0,,151.0,4.5
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,International,3.94,,,,
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,International,,,,,
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,International,,,,,
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,International,8.90,168.0,,157.0,4.5
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,International,9.15,170.0,,155.0,4.0
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,International,8.90,169.0,,155.0,4.0
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,International,4.00,,,,
Michigan State University,Computer Science Masters,Rejected,Fall 2022,International,3.60,,,,
University of Massachusetts Amherst,Computer Science Masters,Rejected,Fall 2022,International,,,,,
SUNY Stony Brook,Computer Science Masters,Rejected,Fall 2022,International,8.90,169.0,,155.0,4.0
University of Massachusetts Amherst,Computer Science Masters,Rejected,Fall 2022,International,3.60,169.0,,162.0,4.5
UNC-Chapel Hill,Computer Science Masters,Rejected,Fall 2022,International,3.00,170.0,,163.0,3.5
McGill University,Computer Science Masters,Rejected,Fall 2022,International,3.76,,,,
McGill University,Computer Science Masters,Rejected,Fall 2022,International,3.66,,,,
"University of California, Irvine",Computer Science Masters,Rejected,Fall 2022,American,3.70,,,,
University of North Carolina (UNC),Computer Science Masters,Rejected,Fall 2022,International,3.81,,,,
"University of California, Irvine",Computer Science Masters,Rejected,Fall 2022,International,3.30,167.0,,152.0,4.0
University of California (UCLA),Computer Science Masters,Rejected,Fall 2022,International,3.30,167.0,,152.0,4.0
University of North Carolina (UNC),Computer Science Masters,Rejected,Fall 2022,American,9.99,161.0,,162.0,5.0
"University Of North Carolina, Chapel Hill",Computer Science Masters,Rejected,Fall 2022,International,3.80,,,,
McGill University,Computer Science Masters,Rejected,Fall 2022,International,3.41,,,,
McGill University,Computer Science Masters,Rejected,Fall 2022,International,3.94,,,,
University of North Carolina (UNC),Computer Science Masters,Rejected,Fall 2022,International,8.90,169.0,,155.0,4.0
"University Of British Columbia, Okanagan Campus",Computer Science Masters,Rejected,Fall 2022,International,3.98,,,,
McGill University,Computer Science Masters,Rejected,Fall 2022,American,3.73,166.0,,168.0,5.5
Penn State University,Computer Science Masters,Rejected,Fall 2022,International,7.68,166.0,,158.0,4.0
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,International,7.68,166.0,,158.0,4.0
University of Massachusetts Amherst,Computer Science Masters,Rejected,Fall 2022,International,7.68,166.0,,158.0,4.0
McGill University,Computer Science Masters,Rejected,Fall 2022,International,4.00,,,,
"University Of British Columbia, Okanagan Campus",Computer Science Masters,Rejected,Fall 2022,International,3.80,,,,
Indiana University,Computer Science Masters,Rejected,Fall 2022,International,3.74,166.0,,152.0,3.0
McGill University,Computer Science Masters,Rejected,Fall 2022,International,3.91,,,,
University of California (UCLA),Computer Science Masters,Rejected,Fall 2022,American,4.00,167.0,,168.0,5.5
University of California (UCLA),Computer Science Masters,Rejected,Fall 2022,American,3.70,,,,
University Of Waterloo,Computer Science Masters,Rejected,Fall 2022,International,3.71,154.0,,149.0,3.5
Emory University,Computer Science Masters,Rejected,Fall 2022,International,3.40,170.0,,160.0,4.0
University of California (UCLA),Computer Science Masters,Rejected,Fall 2022,American,3.84,167.0,,,
University of California (UCLA),Computer Science Masters,Rejected,Fall 2022,International,3.70,,,,
Penn State University,Computer Science Masters,Rejected,Fall 2022,International,7.22,169.0,,162.0,3.5
University of Massachusetts Amherst,Computer Science Masters,Rejected,Fall 2022,American,3.75,161.0,,162.0,5.0
Los An,Computer Science Masters,Rejected,Fall 2022,International,3.73,,,,
University of California (UCLA),Computer Science Masters,Rejected,Fall 2022,International,9.15,170.0,,155.0,4.0
SUNY Stony Brook,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of California (UCLA),Computer Science Masters,Rejected,Fall 2022,International,9.63,167.0,,162.0,5.0
University of California (UCLA),Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of California (UCLA),Computer Science Masters,Rejected,Fall 2022,International,3.70,168.0,,156.0,3.5
University of California (UCLA),Computer Science Masters,Rejected,Fall 2022,International,3.98,170.0,,162.0,5.0
University of California (UCLA),Computer Science Masters,Rejected,Fall 2022,International,,167.0,,162.0,
University of California (UCLA),Computer Science Masters,Rejected,Fall 2022,International,9.88,170.0,,163.0,5.0
University of California (UCLA),Computer Science Masters,Rejected,Fall 2022,International,3.60,169.0,,162.0,4.5
University of California (UCLA),Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of California (UCLA),Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of Massachusetts Amherst,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of California (UCLA),Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of Michigan,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of Massachusetts Amherst,Computer Science Masters,Rejected,Fall 2022,International,3.60,168.0,,157.0,3.0
University of Michigan,Computer Science Masters,Rejected,Fall 2022,International,3.70,169.0,,157.0,4.0
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,International,3.67,164.0,,152.0,3.5
Virginia Tech,Computer Science Masters,Rejected,Fall 2022,International,3.67,164.0,,152.0,3.5
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,International,3.70,169.0,,157.0,4.0
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,International,3.36,170.0,,165.0,4.5
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,International,9.13,169.0,,162.0,5.0
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,American,3.72,163.0,,157.0,4.0
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,American,3.50,,,,
University Of Waterloo,Computer Science Masters,Rejected,Fall 2022,American,3.90,,,,
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,International,8.00,167.0,,164.0,4.0
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,International,3.40,169.0,,156.0,4.0
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,International,,,,,
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,International,3.70,161.0,,162.0,4.5
Texas A&M University,Computer Science Masters,Rejected,Fall 2022,International,3.21,170.0,,163.0,4.5
Georgia Institute Of Technology,Computer Science Masters,Rejected,Fall 2022,International,,,,,
SUNY Stony Brook,Computer Science Masters,Rejected,Fall 2022,International,3.74,170.0,,,
"University of California, Irvine",Computer Science Masters,Rejected,Fall 2022,International,3.52,,,,
"University of California, Irvine",Computer Science Masters,Rejected,Fall 2022,International,3.28,,,,
"University of California, Irvine",Computer Science Masters,Rejected,Fall 2022,International,9.15,170.0,,155.0,4.0
SUNY Stony Brook,Computer Science Masters,Rejected,Fall 2022,International,3.74,166.0,,152.0,3.0
University of Colorado Boulder,Computer Science Masters,Rejected,Fall 2022,International,7.34,168.0,,167.0,5.0
"University of California, Irvine",Computer Science Masters,Rejected,Fall 2022,International,3.70,161.0,,162.0,4.5
"University of California, Irvine",Computer Science Masters,Rejected,Fall 2022,International,3.21,170.0,,163.0,4.5
SUNY Stony Brook,Computer Science Masters,Rejected,Fall 2022,International,3.70,,,,
University Of Waterloo,Computer Science Masters,Rejected,Fall 2022,International,3.64,,,,
University of Southern California,Computer Science Masters,Rejected,Fall 2022,International,8.13,167.0,,156.0,4.5
Yale University,Computer Science Masters,Rejected,Fall 2022,International,4.00,170.0,,170.0,5.5
SUNY Stony Brook,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University Of Minnesota,Computer Science Masters,Rejected,Fall 2022,International,3.60,,,,
University Of Minnesota,Computer Science Masters,Rejected,Fall 2022,International,3.85,,,,
University Of Minnesota,Computer Science Masters,Rejected,Fall 2022,International,3.80,,,,
University Of Waterloo,Computer Science Masters,Rejected,Fall 2022,International,3.94,166.0,,150.0,4.0
University Of Minnesota,Computer Science Masters,Rejected,Fall 2022,International,3.20,167.0,,157.0,4.5
University Of Waterloo,Computer Science Masters,Rejected,Fall 2022,International,3.75,166.0,,163.0,4.5
University Of Minnesota,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University Of Minnesota,Computer Science Masters,Rejected,Fall 2022,International,8.90,169.0,,155.0,4.0
University Of Minnesota,Computer Science Masters,Rejected,Fall 2022,International,,164.0,,,
SUNY Stony Brook,Computer Science Masters,Rejected,Fall 2022,International,3.40,164.0,,,
SUNY Stony Brook,Computer Science Masters,Rejected,Fall 2022,International,3.21,170.0,,163.0,4.5
University of Massachusetts Amherst,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of Massachusetts Amherst,Computer Science Masters,Rejected,Fall 2022,International,3.50,169.0,,162.0,5.0
University of California,Computer Science Masters,Rejected,Fall 2022,American,3.18,151.0,,159.0,4.0
University of Michigan,Computer Science Masters,Rejected,Fall 2022,American,3.18,151.0,,159.0,4.0
University Of Waterloo,Computer Science Masters,Rejected,Fall 2022,International,3.78,,,,
Penn State University,Computer Science Masters,Rejected,Fall 2022,International,3.85,,,,
Western University,Computer Science Masters,Rejected,Fall 2022,International,3.75,,,,
Penn State University,Computer Science Masters,Rejected,Fall 2022,American,3.50,,,,
Penn State University,Computer Science Masters,Rejected,Fall 2022,International,3.60,,,,
Johns Hopkins University,Computer Science Masters,Rejected,Fall 2022,International,3.77,163.0,,155.0,4.0
Johns Hopkins University,Computer Science Masters,Rejected,Fall 2022,International,8.13,167.0,,156.0,4.5
Johns Hopkins University,Computer Science Masters,Rejected,Fall 2022,International,3.74,166.0,,152.0,3.0
Northwestern University,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of Rochester,Computer Science Masters,Rejected,Fall 2022,International,,,,,
Johns Hopkins University,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University Of Toronto,Computer Science Masters,Rejected,Fall 2022,International,4.00,,,,
University Of Toronto,Computer Science Masters,Rejected,Fall 2022,International,8.50,169.0,,162.0,4.5
University of Colorado Boulder,Computer Science Masters,Rejected,Fall 2022,American,8.16,164.0,,154.0,4.5
Penn State University,Computer Science Masters,Rejected,Fall 2022,American,8.16,164.0,,154.0,4.5
SUNY Buffalo,Computer Science Masters,Rejected,Fall 2022,International,3.40,163.0,,153.0,4.5
University Of Toronto,Computer Science Masters,Rejected,Fall 2022,International,3.40,163.0,,153.0,4.5
University of South Florida,Computer Science Masters,Rejected,Fall 2022,International,3.40,163.0,,153.0,4.5
University Of Toronto,Computer Science Masters,Rejected,Fall 2022,International,3.60,,,,4.0
Penn State University,Computer Science Masters,Rejected,Fall 2022,International,3.40,164.0,,,
University of Michigan,Computer Science Masters,Rejected,Fall 2022,American,3.54,,,,
University of Michigan,Computer Science Masters,Rejected,Fall 2022,American,3.75,161.0,,162.0,5.0
University of Colorado Boulder,Computer Science Masters,Rejected,Fall 2022,International,3.51,,,,
SUNY Stony Brook,Computer Science Masters,Rejected,Fall 2022,International,8.09,168.0,,161.0,4.0
SUNY Stony Brook,Computer Science Masters,Rejected,Fall 2022,International,8.80,165.0,,,
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.91,170.0,,170.0,5.0
SUNY Stony Brook,Computer Science Masters,Rejected,Fall 2022,International,3.60,164.0,,154.0,3.5
SUNY Stony Brook,Computer Science Masters,Rejected,Fall 2022,International,3.10,166.0,,150.0,3.5
Northeastern University,Computer Science Masters,Rejected,Fall 2022,International,9.26,162.0,,151.0,
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.85,,,,
Northeastern University,Computer Science Masters,Rejected,Fall 2022,International,3.70,,,,
University of Colorado Boulder,Computer Science Masters,Rejected,Fall 2022,International,3.36,170.0,,165.0,4.5
University of Colorado Boulder,Computer Science Masters,Rejected,Fall 2022,International,8.38,162.0,,157.0,4.0
University of California,Computer Science Masters,Rejected,Fall 2022,International,9.49,,,,
SUNY Stony Brook,Computer Science Masters,Rejected,Fall 2022,International,8.54,159.0,,149.0,4.0
Johns Hopkins University,Computer Science Masters,Rejected,Fall 2022,International,3.35,159.0,,170.0,4.0
University of Colorado Boulder,Computer Science Masters,Rejected,Fall 2022,International,3.60,,,,
University of Texas,Computer Science Masters,Rejected,Fall 2022,International,,,,,
"University of California, Irvine",Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.61,,,,
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.86,170.0,,159.0,5.0
University of California,Computer Science Masters,Rejected,Fall 2022,American,3.79,165.0,,163.0,5.0
University of California,Computer Science Masters,Rejected,Fall 2022,American,3.18,151.0,,159.0,4.0
University of California,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.40,167.0,,152.0,4.0
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.77,168.0,,153.0,4.0
University of California,Computer Science Masters,Rejected,Fall 2022,American,3.90,,,,
University of California,Computer Science Masters,Rejected,Fall 2022,American,3.63,,,,
University of Illinois Urbana,Computer Science Masters,Rejected,Fall 2022,International,9.84,170.0,,168.0,5.0
University of Wisconsin,Computer Science Masters,Rejected,Fall 2022,International,9.84,170.0,,168.0,5.0
University of North Carolina at Charlotte,Computer Science Masters,Rejected,Fall 2022,International,3.50,,,,
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.72,,,,
University of California,Computer Science Masters,Rejected,Fall 2022,American,4.00,170.0,,163.0,4.5
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.72,167.0,,163.0,4.5
University of California,Computer Science Masters,Rejected,Fall 2022,International,9.36,,,,
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.36,,,,
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.86,167.0,,159.0,4.0
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.67,167.0,,154.0,3.5
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.66,169.0,,157.0,4.0
University of California,Computer Science Masters,Rejected,Fall 2022,International,8.50,165.0,,159.0,4.0
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.21,170.0,,163.0,4.5
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.73,169.0,,164.0,4.0
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.36,170.0,,165.0,4.5
University of California,Computer Science Masters,Rejected,Fall 2022,International,8.83,170.0,,154.0,4.0
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.60,169.0,,162.0,4.5
University of California,Computer Science Masters,Rejected,Fall 2022,American,3.50,,,,
University of California,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.81,160.0,,155.0,4.5
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.70,169.0,,157.0,4.0
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.70,,,,
University of California,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of California,Computer Science Masters,Rejected,Fall 2022,American,3.69,,,,
University of California,Computer Science Masters,Rejected,Fall 2022,International,9.13,169.0,,162.0,5.0
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.63,170.0,,159.0,4.5
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.71,170.0,,162.0,4.5
University of California,Computer Science Masters,Rejected,Fall 2022,International,,167.0,,164.0,4.0
University of California,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of California,Computer Science Masters,Rejected,Fall 2022,International,8.52,169.0,,162.0,
University of California,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.60,,,,
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.74,170.0,,,
University of California,Computer Science Masters,Rejected,Fall 2022,International,3.70,,,,
Delft University of Technology,Computer Science Masters,Rejected,Fall 2022,American,3.66,166.0,,165.0,5.0
University Of British Columbia,Computer Science Masters,Rejected,Fall 2022,International,3.54,,,,
"University Of Illinois, Urbana C",Computer Science Masters,Rejected,Fall 2022,International,,,,,
Rice University,Computer Science Masters,Rejected,Fall 2022,International,,,,,
University Of Saskatchewan,Computer Science Masters,Rejected,Fall 2022,International,3.30,,,,
University Of Saskatchewan,Computer Science Masters,Rejected,Fall 2022,International,3.30,,,,
University Of British Columbia,Computer Science Masters,Rejected,Fall 2022,International,3.30,,,,
North Carolina State University,Computer Science Masters,Rejected,Fall 2022,International,3.34,163.0,,161.0,4.5
University Of Illinois,Computer Science (MCS) Masters,Rejected,Fall 2022,International,,,,,
University of Illinois Urbana-Champaign,Computer Science Masters,Rejected,Fall 2022,International,3.70,,,,
